Start Station Name,End Station Name,Count
Pierre-de-Coubertin / Aird,20e avenue / de Bellechasse,1
Pierre-de-Coubertin / Aird,Pierre-de-Coubertin / Aird,7
Pierre-de-Coubertin / Aird,Métro Rosemont (de St-Vallier / Rosemont),1
Pierre-de-Coubertin / Aird,Métro Viau (Pierre-de-Coubertin / Viau),2
Pierre-de-Coubertin / Aird,du Mont-Royal / de Brébeuf,1
BIXI K5,6e Avenue / Bélanger,1
BIXI K5,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),3
BIXI K5,Fullum / Marie-Anne,1
Gare d'autocars de Montréal (Berri / Ontario),Calixa-Lavallée / Rachel,1
Gare d'autocars de Montréal (Berri / Ontario),Fullum / Marie-Anne,5
Gare d'autocars de Montréal (Berri / Ontario),Bernard / Jeanne-Mance,1
Gare d'autocars de Montréal (Berri / Ontario),St-Laurent / Pl. du Marché,5
Gare d'autocars de Montréal (Berri / Ontario),du Mont-Royal / de Brébeuf,4
Édouard-Montpetit / de Stirling,St-Laurent / Pl. du Marché,2
Édouard-Montpetit / de Stirling,Dorion / Ontario,1
Édouard-Montpetit / de Stirling,Fullum / Marie-Anne,1
Édouard-Montpetit / de Stirling,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),1
Édouard-Montpetit / de Stirling,Métro Jolicoeur (de Sève / Drake),1
Édouard-Montpetit / de Stirling,Calixa-Lavallée / Rachel,2
Cathcart / McGill College,St-Laurent / Pl. du Marché,3
Cathcart / McGill College,du Mont-Royal / de Brébeuf,2
Cathcart / McGill College,Atwater / Greene,1
Marquette / des Carrières,de l'Hôtel-de-Ville / Rachel,3
Marquette / des Carrières,Square Viger (Berri / Viger),1
Marquette / des Carrières,Métro Joliette  (Hochelaga / Joliette),1
de la Porte de Québec / St-André,Complexe Desjardins (St-Urbain / René-Lévesque),4
de la Porte de Québec / St-André,St-Urbain / Laurier,1
Pierre-de-Coubertin / Aird,Aylwin / Ontario,4
Pierre-de-Coubertin / Aird,du Mont-Royal / Clark,1
Pierre-de-Coubertin / Aird,Parc Molson (d'Iberville / Beaubien),2
Pierre-de-Coubertin / Aird,St-Urbain / Laurier,1
BIXI K5,Roy / Saint-Laurent,5
BIXI K5,Milton / St-Laurent,1
BIXI K5,Parc Molson (d'Iberville / Beaubien),7
BIXI K5,15e avenue / Laurier,1
BIXI K5,de l'Hôtel-de-Ville / Rachel,1
BIXI K5,Aylwin / Ontario,1
BIXI K5,Parc du Père-Marquette (de Bellechasse / de Lanaudière),1
Gare d'autocars de Montréal (Berri / Ontario),St-Patrick / Thomas-Keefer,2
Gare d'autocars de Montréal (Berri / Ontario),Métro Sherbrooke (de Rigaud / Berri),1
Gare d'autocars de Montréal (Berri / Ontario),du Mont-Royal / Clark,5
Gare d'autocars de Montréal (Berri / Ontario),Square Viger (Berri / Viger),4
Gare d'autocars de Montréal (Berri / Ontario),de Maisonneuve / Aylmer (est),3
Gare d'autocars de Montréal (Berri / Ontario),St-Urbain / Laurier,5
Édouard-Montpetit / de Stirling,Métro Sherbrooke (de Rigaud / Berri),1
Édouard-Montpetit / de Stirling,15e avenue / Laurier,1
Édouard-Montpetit / de Stirling,Square Viger (Berri / Viger),1
Cathcart / McGill College,15e avenue / Laurier,7
Cathcart / McGill College,Square Viger (Berri / Viger),9
Cathcart / McGill College,de la Commune / Place Jacques-Cartier,1
Cathcart / McGill College,Aylwin / Ontario,4
Cathcart / McGill College,Roy / Saint-Laurent,4
Cathcart / McGill College,Complexe Desjardins (St-Urbain / René-Lévesque),2
Cathcart / McGill College,de Maisonneuve / Aylmer (est),1
Cathcart / McGill College,Parc du Père-Marquette (de Bellechasse / de Lanaudière),1
Marquette / des Carrières,Rachel / de Brébeuf,1
de la Porte de Québec / St-André,Marché St-Jacques (Atateken),9
de la Porte de Québec / St-André,Émery / St-Denis,3
de la Porte de Québec / St-André,Jeanne-Mance / Sherbrooke,7
de la Porte de Québec / St-André,Métro St-Laurent (de Maisonneuve / St-Laurent),8
de la Porte de Québec / St-André,Campus MIL (Thérèse-Lavoie Roux / Outremont),2
de la Porte de Québec / St-André,Métro Mont-Royal (Utilités publiques / Rivard),1
Pierre-de-Coubertin / Aird,Métro Frontenac (Ontario / du Havre),8
BIXI K5,Marquette / des Carrières,3
BIXI K5,Calixa-Lavallée / Rachel 2,1
Gare d'autocars de Montréal (Berri / Ontario),Jeanne-Mance / Sherbrooke,12
Gare d'autocars de Montréal (Berri / Ontario),Émile-Duployé / Rachel,1
Gare d'autocars de Montréal (Berri / Ontario),Marché St-Jacques (Atateken),27
Gare d'autocars de Montréal (Berri / Ontario),Rachel / de Brébeuf,2
Gare d'autocars de Montréal (Berri / Ontario),Hochelaga / Dézéry,2
Gare d'autocars de Montréal (Berri / Ontario),Marché Maisonneuve (Ontario / Morgan),3
Édouard-Montpetit / de Stirling,CCI Outremont (Dollard / Ducharme),2
Édouard-Montpetit / de Stirling,Clark / de l'Arcade,3
Édouard-Montpetit / de Stirling,Campus MIL (Thérèse-Lavoie Roux / Outremont),4
Édouard-Montpetit / de Stirling,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),9
Édouard-Montpetit / de Stirling,Émery / St-Denis,1
Édouard-Montpetit / de Stirling,Atwater / Sherbrooke,1
Édouard-Montpetit / de Stirling,Métro Mont-Royal (Utilités publiques / Rivard),2
Cathcart / McGill College,Métro Papineau (Dorion / De Maisonneuve),4
Cathcart / McGill College,Métro St-Laurent (de Maisonneuve / St-Laurent),5
Cathcart / McGill College,Grey / Sherbrooke,3
Cathcart / McGill College,Métro Frontenac (Ontario / du Havre),2
Cathcart / McGill College,Émile-Duployé / Rachel,1
Cathcart / McGill College,Marquette / des Carrières,1
Marquette / des Carrières,Ste-Catherine / Union,1
Marquette / des Carrières,St-Rémi / Ste-Émilie,1
de la Porte de Québec / St-André,Ste-Catherine / Union,1
Pierre-de-Coubertin / Aird,Masson / Molson,1
Pierre-de-Coubertin / Aird,du Parc-Lafontaine / Rachel,3
BIXI K5,des Érables / Laurier,1
BIXI K5,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1
BIXI K5,McGill / Place d'Youville,1
BIXI K5,du Parc-Lafontaine / Rachel,1
Gare d'autocars de Montréal (Berri / Ontario),Cartier / Marie-Anne,3
Gare d'autocars de Montréal (Berri / Ontario),du Parc-Lafontaine / Rachel,2
Gare d'autocars de Montréal (Berri / Ontario),du Havre / Hochelaga,1
Gare d'autocars de Montréal (Berri / Ontario),Ste-Catherine / Union,1
Édouard-Montpetit / de Stirling,Viger / Chenneville,1
Édouard-Montpetit / de Stirling,Wilson / Sherbrooke,1
Édouard-Montpetit / de Stirling,BIXI K5,1
Cathcart / McGill College,McGill / Place d'Youville,4
Cathcart / McGill College,de la Commune / King,2
Cathcart / McGill College,3e avenue / Wellington,3
Cathcart / McGill College,du Mont-Royal / St-André,1
Cathcart / McGill College,Square-Victoria (Viger / du Square-Victoria),2
Cathcart / McGill College,Parc Pratt (Dunlop / Van Horne),1
BIXI K5,0,0
Édouard-Montpetit / de Stirling,0,0
Marquette / des Carrières,Berri / de Maisonneuve,1
Marquette / des Carrières,Collège André-Grasset (Crémazie / Christophe-Colomb),1
Marquette / des Carrières,Kent / Hudson,2
Marquette / des Carrières,Métro Laurier (Berri / St-Joseph),2
Marquette / des Carrières,Lanaudière / Jean-Talon,2
de la Porte de Québec / St-André,Berri / de Maisonneuve,5
de la Porte de Québec / St-André,de la Commune / Berri,3
Pierre-de-Coubertin / Aird,Garnier / Beaubien,7
Pierre-de-Coubertin / Aird,de la Commune / St-Sulpice,1
BIXI K5,Parc Villeray (Christophe-Colomb / Jarry),2
BIXI K5,Édouard-Montpetit / de Stirling,2
BIXI K5,Duluth  / St-Denis,1
BIXI K5,Berri / de Maisonneuve,1
BIXI K5,Métro Laurier (Berri / St-Joseph),3
Gare d'autocars de Montréal (Berri / Ontario),de la Commune / St-Sulpice,2
Gare d'autocars de Montréal (Berri / Ontario),Métro Laurier (Berri / St-Joseph),5
Gare d'autocars de Montréal (Berri / Ontario),Berri / de Maisonneuve,1
Gare d'autocars de Montréal (Berri / Ontario),Métro Beaubien (de St-Vallier / Beaubien),2
Gare d'autocars de Montréal (Berri / Ontario),de la Commune / Berri,3
Gare d'autocars de Montréal (Berri / Ontario),des Barges / des Bassins,1
Édouard-Montpetit / de Stirling,Gary-Carter / St-Laurent,8
Édouard-Montpetit / de Stirling,Garnier / Beaubien,7
Édouard-Montpetit / de Stirling,Métro Beaubien (de St-Vallier / Beaubien),3
Édouard-Montpetit / de Stirling,Métro Laurier (Berri / St-Joseph),3
Édouard-Montpetit / de Stirling,Lanaudière / Jean-Talon,1
Édouard-Montpetit / de Stirling,Place Ville-Marie (Robert-Bourassa / René-Lévesque),1
Cathcart / McGill College,Place du Canada (Peel / des Canadiens-de-Montréal),2
Cathcart / McGill College,Duluth  / St-Denis,3
Cathcart / McGill College,Berri / de Maisonneuve,3
Cathcart / McGill College,de la Commune / St-Sulpice,2
Cathcart / McGill College,Métro Beaubien (de St-Vallier / Beaubien),1
Cathcart / McGill College,Gary-Carter / St-Laurent,2
Cathcart / McGill College,Place Ville-Marie (Robert-Bourassa / René-Lévesque),1
Cathcart / McGill College,St-Hubert / de Maisonneuve (nord),1
Marquette / des Carrières,des Érables / Rachel,2
Marquette / des Carrières,1ère avenue / St-Zotique,1
de la Porte de Québec / St-André,Cathcart / McGill College,1
de la Porte de Québec / St-André,Ste-Catherine / Towers,1
Pierre-de-Coubertin / Aird,Christophe-Colomb / Beaubien,1
BIXI K5,Lajeunesse / Villeray,1
BIXI K5,Laurier / St-Denis,1
Gare d'autocars de Montréal (Berri / Ontario),BAnQ (Berri),2
Gare d'autocars de Montréal (Berri / Ontario),des Érables / Rachel,4
Gare d'autocars de Montréal (Berri / Ontario),Christophe-Colomb / Beaubien,1
Gare d'autocars de Montréal (Berri / Ontario),Cathcart / McGill College,2
Gare d'autocars de Montréal (Berri / Ontario),Jeanne-Mance / René-Lévesque,1
Gare d'autocars de Montréal (Berri / Ontario),Lajeunesse / Villeray,1
Édouard-Montpetit / de Stirling,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),8
Édouard-Montpetit / de Stirling,des Érables / Rachel,1
Édouard-Montpetit / de Stirling,Métro de l'Église (Ross / de l'Église),1
Édouard-Montpetit / de Stirling,Lajeunesse / Villeray,2
Édouard-Montpetit / de Stirling,Jeanne-Mance / René-Lévesque,1
Cathcart / McGill College,Jeanne-Mance / René-Lévesque,6
Cathcart / McGill College,Laurier / St-Denis,5
Cathcart / McGill College,St-Jacques / Richmond,2
Cathcart / McGill College,Métro de l'Église (Ross / de l'Église),1
Marquette / des Carrières,Clark / Ontario,2
de la Porte de Québec / St-André,Fortune / Wellington,1
de la Porte de Québec / St-André,Gare d'autocars de Montréal (Berri / Ontario),2
de la Porte de Québec / St-André,William / Robert-Bourassa,5
Pierre-de-Coubertin / Aird,9e avenue / Masson,7
Pierre-de-Coubertin / Aird,Clark / Ontario,3
BIXI K5,Omer-Lavallée / du Midway,2
BIXI K5,St-Grégoire / Christophe-Colomb,4
BIXI K5,St-Viateur / Casgrain,2
BIXI K5,Garnier / du Mont-Royal,1
BIXI K5,9e avenue / Masson,1
Gare d'autocars de Montréal (Berri / Ontario),Métro Peel (de Maisonneuve / Stanley),2
Gare d'autocars de Montréal (Berri / Ontario),Notre-Dame / St-Martin,1
Gare d'autocars de Montréal (Berri / Ontario),Métro Place-d'Armes (St-Urbain / Viger),2
Gare d'autocars de Montréal (Berri / Ontario),du Séminaire / de la Montagne,1
Gare d'autocars de Montréal (Berri / Ontario),de Maisonneuve / Mansfield (nord),2
Gare d'autocars de Montréal (Berri / Ontario),Garnier / du Mont-Royal,1
Gare d'autocars de Montréal (Berri / Ontario),St-Viateur / Casgrain,1
Édouard-Montpetit / de Stirling,9e avenue / Masson,9
Édouard-Montpetit / de Stirling,de la Côte-Ste-Catherine / Davaar,5
Cathcart / McGill College,Garnier / du Mont-Royal,19
Cathcart / McGill College,de Maisonneuve / Mansfield (nord),2
Cathcart / McGill College,Gare d'autocars de Montréal (Berri / Ontario),2
Cathcart / McGill College,du Séminaire / de la Montagne,9
Cathcart / McGill College,Duke / Nazareth,1
Cathcart / McGill College,St-Antoine / de la Montagne,5
Cathcart / McGill College,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),2
Cathcart / McGill College,Notre-Dame / St-Martin,1
Cathcart / McGill College,St-Viateur / Casgrain,1
Cathcart / McGill College,Métro Place-d'Armes (St-Urbain / Viger),1
Marquette / des Carrières,de Maisonneuve / Fullum,2
Marquette / des Carrières,Métro Parc  (Hutchison / Ogilvy),4
de la Porte de Québec / St-André,Émile-Duployé / Sherbrooke,12
de la Porte de Québec / St-André,Laurier / de Brébeuf,1
de la Porte de Québec / St-André,St-Jacques / McGill,5
de la Porte de Québec / St-André,McTavish / Sherbrooke,3
de la Porte de Québec / St-André,de Maisonneuve / Fullum,2
de la Porte de Québec / St-André,René-Lévesque / Papineau,1
Pierre-de-Coubertin / Aird,Métro Parc  (Hutchison / Ogilvy),1
BIXI K5,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1
BIXI K5,Molson / William-Tremblay,1
BIXI K5,de Maisonneuve / Aylmer (ouest),3
BIXI K5,Parc Beaubien Outremont (Stuart / St-Viateur),1
BIXI K5,Roy / St-André,3
BIXI K5,Parc Jeanne-Mance (du Mont-Royal / du Parc),1
Gare d'autocars de Montréal (Berri / Ontario),de Maisonneuve / de Bleury,6
Gare d'autocars de Montréal (Berri / Ontario),Laurier / de Brébeuf,7
Gare d'autocars de Montréal (Berri / Ontario),McTavish / Sherbrooke,4
Gare d'autocars de Montréal (Berri / Ontario),de Maisonneuve / Aylmer (ouest),3
Gare d'autocars de Montréal (Berri / Ontario),St-Jacques / McGill,1
Gare d'autocars de Montréal (Berri / Ontario),Parc Jeanne-Mance (du Mont-Royal / du Parc),1
Gare d'autocars de Montréal (Berri / Ontario),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),3
Gare d'autocars de Montréal (Berri / Ontario),Roy / St-André,1
Édouard-Montpetit / de Stirling,Métro Parc  (Hutchison / Ogilvy),1
Édouard-Montpetit / de Stirling,de Maisonneuve / de Bleury,1
Édouard-Montpetit / de Stirling,Elmwood / Mc Dougall,7
Édouard-Montpetit / de Stirling,Laurier / de Brébeuf,4
Édouard-Montpetit / de Stirling,Parc Jeanne-Mance (du Mont-Royal / du Parc),5
Édouard-Montpetit / de Stirling,de la Côte-Ste-Catherine / Decelles,3
Édouard-Montpetit / de Stirling,des Pins / St-Laurent,3
Édouard-Montpetit / de Stirling,Émile-Duployé / Sherbrooke,1
Édouard-Montpetit / de Stirling,de la Porte de Québec / St-André,1
Édouard-Montpetit / de Stirling,Parc MacDonald (Clanranald / Isabella),2
Cathcart / McGill College,de la Côte-Ste-Catherine / Decelles,1
Cathcart / McGill College,McTavish / Sherbrooke,2
Cathcart / McGill College,Parc Beaubien Outremont (Stuart / St-Viateur),1
Cathcart / McGill College,de Maisonneuve / de Bleury,3
Cathcart / McGill College,Roy / St-André,4
Cathcart / McGill College,Émile-Duployé / Sherbrooke,2
Cathcart / McGill College,Parc St-Gabriel (Grand Trunk / Ropery),2
Cathcart / McGill College,St-Antoine / Jean-Paul Riopelle,1
Métro St-Laurent (de Maisonneuve / St-Laurent),Calixa-Lavallée / Rachel,1
de Gaspé / Marmier,Place Valois (Valois / Ontario),1
de Gaspé / Marmier,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),3
de Gaspé / Marmier,6e Avenue / Bélanger,1
Gare d'autocars de Montréal (Berri / Ontario),Frontenac / Ste-Catherine,1
Atwater / Greene,Atwater / Greene,4
de Gaspé / Marmier,Villeray / De Normanville,1
de Gaspé / Marmier,Pierre-de-Coubertin / Aird,1
Georges-Vanier /  Notre-Dame,Métro Verdun (Willibrord / de Verdun),4
Marquette / des Carrières,de Maisonneuve / Aylmer (est),1
BIXI K5,Notre-Dame / St-Gabriel,1
Gare d'autocars de Montréal (Berri / Ontario),Complexe Desjardins (St-Urbain / René-Lévesque),1
Gare d'autocars de Montréal (Berri / Ontario),15e avenue / Laurier,1
de Gaspé / Marmier,Roy / Saint-Laurent,1
de Gaspé / Marmier,du Mont-Royal / Clark,1
de Gaspé / Marmier,Rachel / de Brébeuf,2
Métro St-Laurent (de Maisonneuve / St-Laurent),de la Montagne / Notre-Dame,1
de Gaspé / Marmier,Campus MIL (Thérèse-Lavoie Roux / Outremont),4
de Gaspé / Marmier,Collège Ahuntsic (St-Hubert / Émile-Journault),5
de Gaspé / Marmier,Marché Maisonneuve (Ontario / Morgan),1
de Gaspé / Marmier,Émery / St-Denis,1
de Gaspé / Marmier,Van Horne / Dollard,1
Marquette / des Carrières,Jeanne-Mance / Sherbrooke,1
Gare d'autocars de Montréal (Berri / Ontario),Marquette / des Carrières,1
Atwater / Greene,de Courcelle / Acorn,4
Gare d'autocars de Montréal (Berri / Ontario),Campus MIL (Thérèse-Lavoie Roux / Outremont),1
Marquette / des Carrières,CCI Outremont (Dollard / Ducharme),1
Parc Jeanne-Mance (du Mont-Royal / du Parc),Van Horne / Dollard,1
BIXI K5,Marché St-Jacques (Atateken),1
Georges-Vanier /  Notre-Dame,de la Montagne / Notre-Dame,14
Georges-Vanier /  Notre-Dame,de Courcelle / Acorn,1
de Gaspé / Marmier,Masson / Molson,2
Métro St-Laurent (de Maisonneuve / St-Laurent),Masson / Molson,1
Métro St-Laurent (de Maisonneuve / St-Laurent),de Maisonneuve / Mansfield (sud),1
de Gaspé / Marmier,BIXI K5,1
de Gaspé / Marmier,Cartier / Marie-Anne,2
BIXI K5,du Mont-Royal / St-André,1
Atwater / Greene,Smith / Peel,4
Grand Boulevard / Sherbrooke,McGill / Place d'Youville,1
Marquette / des Carrières,Sherbrooke / Jeanne-d'Arc,1
Marquette / des Carrières,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),3
BIXI K5,Smith / Peel,1
BIXI K5,Masson / Molson,1
de Gaspé / Marmier,Smith / Peel,1
de Gaspé / Marmier,de la Commune / King,1
Georges-Vanier /  Notre-Dame,Peel / Notre-Dame,4
Georges-Vanier /  Notre-Dame,Smith / Peel,4
Georges-Vanier /  Notre-Dame,Stanley / René-Lévesque,1
Métro St-Laurent (de Maisonneuve / St-Laurent),Place Ville-Marie (Robert-Bourassa / René-Lévesque),1
Métro St-Laurent (de Maisonneuve / St-Laurent),de la Commune / Berri,2
de Gaspé / Marmier,Duluth  / St-Denis,6
de Gaspé / Marmier,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),4
de Gaspé / Marmier,des Barges / des Bassins,2
de Gaspé / Marmier,Berri / de Maisonneuve,1
de Gaspé / Marmier,Lanaudière / Jean-Talon,11
Marquette / des Carrières,Beaubien / 8e avenue,1
Marquette / des Carrières,Duluth  / St-Denis,2
Gare d'autocars de Montréal (Berri / Ontario),St-Hubert / de Maisonneuve (nord),1
Parc Jeanne-Mance (du Mont-Royal / du Parc),St-Hubert / de Maisonneuve (nord),1
Parc Jeanne-Mance (du Mont-Royal / du Parc),de la Commune / St-Sulpice,1
Parc Jeanne-Mance (du Mont-Royal / du Parc),Cyclo winter station,1
de Gaspé / Marmier,Métro Laurier (Berri / St-Joseph),1
Marquette / des Carrières,Messier / St-Joseph,1
Métro St-Laurent (de Maisonneuve / St-Laurent),Christophe-Colomb / Beaubien,1
Métro St-Laurent (de Maisonneuve / St-Laurent),Bennett / Ste-Catherine,1
de Gaspé / Marmier,Fabre / Jean-Talon,2
de Gaspé / Marmier,Laurier / St-Denis,2
Gare d'autocars de Montréal (Berri / Ontario),Bennett / Ste-Catherine,1
Atwater / Greene,St-Jacques / Richmond,2
de Gaspé / Marmier,Métro Henri-Bourassa (Henri-Bourassa / Millen),1
de Gaspé / Marmier,Lajeunesse / Villeray,1
Georges-Vanier /  Notre-Dame,de la Côte St-Paul / St-Ambroise,2
Georges-Vanier /  Notre-Dame,St-Jacques / Richmond,3
Métro St-Laurent (de Maisonneuve / St-Laurent),Métro Crémazie (Crémazie / Lajeunesse),1
Métro St-Laurent (de Maisonneuve / St-Laurent),Fabre / Jean-Talon,1
Métro St-Laurent (de Maisonneuve / St-Laurent),9e avenue / Masson,1
de Gaspé / Marmier,St-Grégoire / Christophe-Colomb,5
de Gaspé / Marmier,St-Viateur / Casgrain,1
de Gaspé / Marmier,Clark / Ontario,2
de Gaspé / Marmier,Berri / Rachel,1
de Gaspé / Marmier,Fortune / Wellington,1
Gare d'autocars de Montréal (Berri / Ontario),Berri / Rachel,3
Gare d'autocars de Montréal (Berri / Ontario),Métro Atwater (Atwater / Ste-Catherine),1
Marquette / des Carrières,Jacques-Casault / Christophe-Colomb,1
Georges-Vanier /  Notre-Dame,du Séminaire / de la Montagne,17
Georges-Vanier /  Notre-Dame,St-Antoine / de la Montagne,6
Georges-Vanier /  Notre-Dame,Notre-Dame / St-Martin,4
Georges-Vanier /  Notre-Dame,St-Jacques / Vinet,1
Métro St-Laurent (de Maisonneuve / St-Laurent),CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),2
Métro St-Laurent (de Maisonneuve / St-Laurent),Parc St-Gabriel (Grand Trunk / Ropery),1
Marquette / des Carrières,Parc MacDonald (Clanranald / Isabella),1
Marquette / des Carrières,Molson / William-Tremblay,2
Gare d'autocars de Montréal (Berri / Ontario),Parc MacDonald (Clanranald / Isabella),1
Parc Jeanne-Mance (du Mont-Royal / du Parc),de la Porte de Québec / St-André,1
Parc Jeanne-Mance (du Mont-Royal / du Parc),CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1
de Gaspé / Marmier,Parc Beaubien Outremont (Stuart / St-Viateur),1
de Gaspé / Marmier,Parc Jeanne-Mance (du Mont-Royal / du Parc),1
de Gaspé / Marmier,des Pins / St-Laurent,1
Georges-Vanier /  Notre-Dame,Ottawa / William,2
Marquette / des Carrières,Parc Beaubien Outremont (Stuart / St-Viateur),1
Laurier / de Brébeuf,Calixa-Lavallée / Rachel,2
Laurier / de Brébeuf,Métro Lionel-Groulx (St-Jacques / Atwater),1
Laurier / de Brébeuf,Pierre-de-Coubertin / Aird,1
Parc Villeray (Christophe-Colomb / Jarry),Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),1
Parc Villeray (Christophe-Colomb / Jarry),St-Laurent / Pl. du Marché,1
Parc Villeray (Christophe-Colomb / Jarry),Bernard / Jeanne-Mance,1
Bernard / Jeanne-Mance,Pierre-de-Coubertin / Aird,1
Bernard / Jeanne-Mance,Métro Lionel-Groulx (St-Jacques / Atwater),1
Bernard / Jeanne-Mance,Calixa-Lavallée / Rachel,1
Bernard / Jeanne-Mance,St-Laurent / Pl. du Marché,2
Bernard / Jeanne-Mance,Chabanel / du Parc,1
Parc Villeray (Christophe-Colomb / Jarry),Parc du Père-Marquette (de Bellechasse / de Lanaudière),1
Parc Villeray (Christophe-Colomb / Jarry),Métro Joliette  (Hochelaga / Joliette),1
Bernard / Jeanne-Mance,Aylwin / Ontario,1
Laurier / de Brébeuf,Van Horne / Dollard,1
Laurier / de Brébeuf,Émery / St-Denis,2
Laurier / de Brébeuf,Grey / Sherbrooke,1
Parc Villeray (Christophe-Colomb / Jarry),CCI Outremont (Dollard / Ducharme),1
Bernard / Jeanne-Mance,Van Horne / Dollard,3
Bernard / Jeanne-Mance,Métro Frontenac (Ontario / du Havre),1
Bernard / Jeanne-Mance,Marché Maisonneuve (Ontario / Morgan),1
Laurier / de Brébeuf,BIXI K5,1
Laurier / de Brébeuf,Peel / Notre-Dame,1
Laurier / de Brébeuf,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1
Parc Villeray (Christophe-Colomb / Jarry),Cartier / Marie-Anne,2
Bernard / Jeanne-Mance,de la Commune / King,2
Bernard / Jeanne-Mance,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),1
Laurier / de Brébeuf,St-Hubert / de Maisonneuve (nord),4
Laurier / de Brébeuf,des Barges / des Bassins,2
Parc Villeray (Christophe-Colomb / Jarry),Métro Beaubien (de St-Vallier / Beaubien),3
Bernard / Jeanne-Mance,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),1
Parc Villeray (Christophe-Colomb / Jarry),Fabre / Jean-Talon,1
Bernard / Jeanne-Mance,1ère avenue / St-Zotique,3
Laurier / de Brébeuf,Métro Atwater (Atwater / Ste-Catherine),2
Laurier / de Brébeuf,Omer-Lavallée / du Midway,2
Parc Villeray (Christophe-Colomb / Jarry),9e avenue / Masson,1
Parc Villeray (Christophe-Colomb / Jarry),Garnier / du Mont-Royal,2
Bernard / Jeanne-Mance,de Maisonneuve / Mansfield (nord),1
Laurier / de Brébeuf,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1
Laurier / de Brébeuf,de Maisonneuve / Aylmer (ouest),2
Laurier / de Brébeuf,St-Jacques / McGill,1
Parc Villeray (Christophe-Colomb / Jarry),des Pins / St-Laurent,1
Parc Villeray (Christophe-Colomb / Jarry),de Maisonneuve / Mackay,1
Parc Villeray (Christophe-Colomb / Jarry),Métro Parc  (Hutchison / Ogilvy),1
Grand Boulevard / Sherbrooke,Milton / St-Laurent,1
de Maisonneuve / Aylmer (ouest),Fullum / Marie-Anne,2
de Maisonneuve / Aylmer (ouest),Calixa-Lavallée / Rachel,2
de Maisonneuve / Aylmer (ouest),du Mont-Royal / de Brébeuf,1
de Maisonneuve / Aylmer (ouest),St-Laurent / Pl. du Marché,2
de Maisonneuve / Aylmer (ouest),20e avenue / de Bellechasse,1
de Maisonneuve / Aylmer (ouest),Milton / St-Laurent,7
de Maisonneuve / Aylmer (ouest),de Maisonneuve / Aylmer (est),11
de Maisonneuve / Aylmer (ouest),Aylwin / Ontario,3
de Maisonneuve / Aylmer (ouest),Parc Molson (d'Iberville / Beaubien),1
de Maisonneuve / Aylmer (ouest),Métro Joliette  (Hochelaga / Joliette),2
de Maisonneuve / Aylmer (ouest),de la Commune / Place Jacques-Cartier,1
de Maisonneuve / Aylmer (ouest),Square Viger (Berri / Viger),2
de Maisonneuve / Aylmer (ouest),Marquette / des Carrières,1
de Maisonneuve / Aylmer (ouest),Calixa-Lavallée / Rachel 2,1
de Maisonneuve / Aylmer (ouest),du Parc-Lafontaine / Rachel,4
de Maisonneuve / Aylmer (ouest),Ste-Émilie / Sir-Georges-Etienne-Cartier,1
de Maisonneuve / Aylmer (ouest),de Maisonneuve / Mansfield (sud),3
de Maisonneuve / Aylmer (ouest),des Érables / Laurier,1
de Maisonneuve / Aylmer (ouest),Sherbrooke / Jeanne-d'Arc,1
de Maisonneuve / Aylmer (ouest),Lanaudière / Jean-Talon,1
de Maisonneuve / Aylmer (ouest),Place Ville-Marie (Robert-Bourassa / René-Lévesque),3
de Maisonneuve / Aylmer (ouest),Métro Laurier (Berri / St-Joseph),1
de Maisonneuve / Aylmer (ouest),Duluth  / St-Denis,4
de Maisonneuve / Aylmer (ouest),Cyclo winter station,1
de Maisonneuve / Aylmer (ouest),des Barges / des Bassins,1
de Maisonneuve / Aylmer (ouest),Lajeunesse / Villeray,1
de Maisonneuve / Aylmer (ouest),Ste-Catherine / Drummond,2
de Maisonneuve / Aylmer (ouest),William / Robert-Bourassa,1
de Maisonneuve / Aylmer (ouest),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1
de Maisonneuve / Aylmer (ouest),de Maisonneuve / Mansfield (nord),1
de Maisonneuve / Aylmer (ouest),Parc Benny (Benny / de Monkland),1
de Maisonneuve / Aylmer (ouest),Métro Lucien-L'Allier (Lucien l'Allier / Argyle),1
de Maisonneuve / Aylmer (ouest),St-Jacques / Vinet,1
