Start Station Name,End Station Name,Count
Square Viger (Berri / Viger),de la Commune / Berri,3
Square Viger (Berri / Viger),CHSLD Robert Cliche (de Bellechasse / 16e avenue),9
Beaubien / 8e avenue,Berri / de Maisonneuve,2
des Barges / des Bassins,de la Commune / St-Sulpice,20
des Barges / des Bassins,Place Ville-Marie (Robert-Bourassa / René-Lévesque),2
de Maisonneuve / Fullum,de la Commune / St-Sulpice,1
de Maisonneuve / Fullum,St-Hubert / de Maisonneuve (nord),8
LaSalle / Godin,Berri / de Maisonneuve,7
Peel / Notre-Dame,Wellington / Queen,18
Milton / St-Laurent,Parc de Turin (de Lanaudière / Jean-Talon),1
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Kent / Hudson,47
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Édouard-Montpetit / de Stirling,21
Parc Labelle (LaSalle / Henri-Duhamel),Place du Canada (Peel / des Canadiens-de-Montréal),2
Parc Labelle (LaSalle / Henri-Duhamel),St-Hubert / de Maisonneuve (nord),1
St-Jacques / Richmond,des Barges / des Bassins,1
St-Jacques / Richmond,Place du Canada (Peel / des Canadiens-de-Montréal),4
Stanley / René-Lévesque,Place Ville-Marie (Robert-Bourassa / René-Lévesque),2
Stanley / René-Lévesque,Métro Beaubien (de St-Vallier / Beaubien),10
Métro Beaubien (de St-Vallier / Beaubien),Garnier / Beaubien,33
Métro Beaubien (de St-Vallier / Beaubien),Métro Beaubien (de St-Vallier / Beaubien),92
Métro Beaubien (de St-Vallier / Beaubien),Messier / St-Joseph,7
Métro Beaubien (de St-Vallier / Beaubien),St-Hubert / de Maisonneuve (nord),2
Métro Beaubien (de St-Vallier / Beaubien),Berri / de Maisonneuve,7
Métro Peel (de Maisonneuve / Stanley),St-Hubert / de Maisonneuve (nord),6
Métro Peel (de Maisonneuve / Stanley),Messier / St-Joseph,2
Métro Peel (de Maisonneuve / Stanley),de la Commune / St-Sulpice,11
Métro Peel (de Maisonneuve / Stanley),Place Ville-Marie (Robert-Bourassa / René-Lévesque),3
Métro Peel (de Maisonneuve / Stanley),Berri / de Maisonneuve,7
Métro Peel (de Maisonneuve / Stanley),Ste-Catherine / Bishop,13
Clark / Ontario,Place du Canada (Peel / des Canadiens-de-Montréal),30
Métro Papineau (Dorion / De Maisonneuve),Garnier / Beaubien,14
Métro Papineau (Dorion / De Maisonneuve),Place du Canada (Peel / des Canadiens-de-Montréal),23
Métro Papineau (Dorion / De Maisonneuve),Parc Villeray (Christophe-Colomb / Jarry),2
Garnier / du Mont-Royal,Métro Beaubien (de St-Vallier / Beaubien),12
Garnier / du Mont-Royal,Berri / de Maisonneuve,8
Métro Laurier (Berri / St-Joseph),Métro Laurier (Berri / St-Joseph),27
Métro Laurier (Berri / St-Joseph),Messier / St-Joseph,51
Métro Laurier (Berri / St-Joseph),Berri / de Maisonneuve,26
Métro Laurier (Berri / St-Joseph),Métro Beaubien (de St-Vallier / Beaubien),37
Métro Laurier (Berri / St-Joseph),Gary-Carter / St-Laurent,4
Métro Laurier (Berri / St-Joseph),Place du Canada (Peel / des Canadiens-de-Montréal),1
Fortune / Wellington,Ste-Catherine / Bishop,5
Fortune / Wellington,Place du Canada (Peel / des Canadiens-de-Montréal),3
Parc MacDonald (Clanranald / Isabella),Kent / Hudson,23
de la Côte-Ste-Catherine / Decelles,Garnier / Beaubien,1
de la Côte-Ste-Catherine / Davaar,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),7
Messier / St-Joseph,Métro Laurier (Berri / St-Joseph),39
Messier / St-Joseph,Métro Beaubien (de St-Vallier / Beaubien),5
Messier / St-Joseph,Messier / St-Joseph,31
Messier / St-Joseph,Parc Villeray (Christophe-Colomb / Jarry),11
Métro Sherbrooke (de Rigaud / Berri),Place Ville-Marie (Robert-Bourassa / René-Lévesque),6
Métro Sherbrooke (de Rigaud / Berri),Garnier / Beaubien,3
Jeanne-Mance / René-Lévesque,St-Hubert / de Maisonneuve (nord),7
de la Côte-Ste-Catherine / Davaar,St-Hubert / de Maisonneuve (nord),5
de la Côte-Ste-Catherine / Davaar,Métro Laurier (Berri / St-Joseph),3
Jeanne-Mance / René-Lévesque,Berri / de Maisonneuve,20
Jeanne-Mance / René-Lévesque,Ste-Catherine / Bishop,6
Jeanne-Mance / René-Lévesque,Garnier / Beaubien,1
Parc Beaubien Outremont (Stuart / St-Viateur),Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),1
Parc Beaubien Outremont (Stuart / St-Viateur),Berri / de Maisonneuve,6
Parc Beaubien Outremont (Stuart / St-Viateur),Édouard-Montpetit / de Stirling,2
Notre-Dame / St-Gabriel,de la Commune / St-Sulpice,5
Roy / St-André,St-Hubert / de Maisonneuve (nord),8
Roy / St-André,Messier / St-Joseph,8
Roy / St-André,Berri / de Maisonneuve,31
Roy / St-André,Place Ville-Marie (Robert-Bourassa / René-Lévesque),22
Roy / St-André,de la Commune / Berri,4
St-Laurent / Pl. du Marché,Édouard-Montpetit / de Stirling,1
St-Laurent / Pl. du Marché,St-Hubert / de Maisonneuve (nord),1
St-Laurent / Pl. du Marché,Wellington / Queen,1
St-Laurent / Pl. du Marché,de la Commune / St-Sulpice,2
St-Laurent / Pl. du Marché,Berri / de Maisonneuve,18
Complexe Desjardins (St-Urbain / René-Lévesque),Berri / de Maisonneuve,7
du Parc-Lafontaine / Rachel,St-Hubert / de Maisonneuve (nord),4
du Parc-Lafontaine / Rachel,Messier / St-Joseph,9
du Parc-Lafontaine / Rachel,Berri / de Maisonneuve,15
Bernard / Jeanne-Mance,Gary-Carter / St-Laurent,19
Bernard / Jeanne-Mance,Métro Beaubien (de St-Vallier / Beaubien),24
Bernard / Jeanne-Mance,Place du Canada (Peel / des Canadiens-de-Montréal),1
Bernard / Jeanne-Mance,Messier / St-Joseph,2
Bernard / Jeanne-Mance,Garnier / Beaubien,3
Marquette / des Carrières,Métro Beaubien (de St-Vallier / Beaubien),36
Marquette / des Carrières,Édouard-Montpetit / de Stirling,18
Marquette / des Carrières,Gary-Carter / St-Laurent,8
Marquette / des Carrières,Place Ville-Marie (Robert-Bourassa / René-Lévesque),8
Marquette / des Carrières,Parc de Turin (de Lanaudière / Jean-Talon),1
Bernard / Jeanne-Mance,St-Hubert / de Maisonneuve (nord),8
de Maisonneuve / Greene,Place du Canada (Peel / des Canadiens-de-Montréal),5
de Maisonneuve / Greene,Ste-Catherine / Bishop,7
de Maisonneuve / Greene,Berri / de Maisonneuve,2
Cartier / Marie-Anne,Ste-Catherine / Bishop,9
Cartier / Marie-Anne,Berri / de Maisonneuve,87
Cartier / Marie-Anne,Place du Canada (Peel / des Canadiens-de-Montréal),3
Cartier / Marie-Anne,St-Hubert / de Maisonneuve (nord),9
Cartier / Marie-Anne,Métro Beaubien (de St-Vallier / Beaubien),12
Cartier / Marie-Anne,Garnier / Beaubien,18
HEC (Decelles / Jean-Brillant),Édouard-Montpetit / de Stirling,19
HEC (Decelles / Jean-Brillant),Kent / Hudson,8
HEC (Decelles / Jean-Brillant),Métro Beaubien (de St-Vallier / Beaubien),1
HEC (Decelles / Jean-Brillant),CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),2
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Laurier (Berri / St-Joseph),2
Cartier / Marie-Anne,Messier / St-Joseph,5
Beaubien / 8e avenue,Garnier / Beaubien,5
Collège Ahuntsic (St-Hubert / Émile-Journault),Parc Villeray (Christophe-Colomb / Jarry),3
Peel / Notre-Dame,Ste-Catherine / Bishop,23
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),3
Stanley / René-Lévesque,Place du Canada (Peel / des Canadiens-de-Montréal),3
Métro Sauvé (Berri / Sauvé),Métro Beaubien (de St-Vallier / Beaubien),4
Ste-Catherine / Bishop,Ste-Catherine / Towers,29
Ste-Catherine / Bishop,Ste-Catherine / Drummond,23
Ste-Catherine / Bishop,Cathcart / McGill College,13
Ste-Catherine / Bishop,Laurier / St-Denis,1
Grey / Sherbrooke,Ste-Catherine / Towers,7
Grey / Sherbrooke,de la Côte St-Paul / St-Ambroise,10
Marché St-Jacques (Atateken),Ste-Catherine / Drummond,1
Marché St-Jacques (Atateken),Christophe-Colomb / Beaubien,13
Marché St-Jacques (Atateken),Cathcart / McGill College,46
Marché St-Jacques (Atateken),BAnQ (Berri),14
Marché St-Jacques (Atateken),Fabre / Jean-Talon,2
Métro Jolicoeur (de Sève / Drake),Beurling / Godin,20
Fabre / Jean-Talon,1ère avenue / St-Zotique,34
Fabre / Jean-Talon,Fabre / Jean-Talon,11
Parc Jeanne-Mance (du Mont-Royal / du Parc),Jeanne-Mance / René-Lévesque,6
Parc Jeanne-Mance (du Mont-Royal / du Parc),BAnQ (Berri),12
Parc Jeanne-Mance (du Mont-Royal / du Parc),Cathcart / McGill College,22
Parc Jeanne-Mance (du Mont-Royal / du Parc),Workman / Vinet,1
Émile-Duployé / Rachel,Laurier / St-Denis,87
Émile-Duployé / Rachel,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),1
Émile-Duployé / Rachel,Cathcart / McGill College,11
Émile-Duployé / Rachel,Fabre / Jean-Talon,14
Laurier / de Brébeuf,Laurier / St-Denis,192
Laurier / de Brébeuf,Fabre / Jean-Talon,3
Laurier / de Brébeuf,des Érables / Rachel,14
Laurier / de Brébeuf,Fabrik8 (Waverly / Jean-Talon),3
Laurier / de Brébeuf,Cathcart / McGill College,8
Laurier / de Brébeuf,BAnQ (Berri),17
Laurier / de Brébeuf,Christophe-Colomb / Beaubien,13
Laurier / de Brébeuf,Jeanne-Mance / René-Lévesque,4
Grand Boulevard / Sherbrooke,Ste-Catherine / Towers,9
Grand Boulevard / Sherbrooke,Cathcart / McGill College,11
Notre-Dame / St-Martin,Ste-Catherine / Towers,8
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Bennett / Ste-Catherine,14
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Cathcart / McGill College,4
des Barges / des Bassins,de la Côte St-Paul / St-Ambroise,3
des Barges / des Bassins,Ste-Catherine / Towers,18
de Maisonneuve / Fullum,1ère avenue / St-Zotique,13
de Maisonneuve / Fullum,Laurier / St-Denis,5
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Laurier / St-Denis,1
Collège de Maisonneuve (Sherbrooke / Bourbonnière),des Érables / Rachel,9
LaSalle / Godin,Métro de l'Église (Ross / de l'Église),19
LaSalle / Godin,Melrose / de Verdun,3
Peel / Notre-Dame,Ste-Catherine / Towers,8
Peel / Notre-Dame,Workman / Vinet,8
Milton / St-Laurent,St-Jacques / Richmond,3
Milton / St-Laurent,Métro Crémazie (Crémazie / Lajeunesse),10
Milton / St-Laurent,Métro Henri-Bourassa (Henri-Bourassa / Millen),3
Milton / St-Laurent,Christophe-Colomb / Beaubien,5
Milton / St-Laurent,Fabre / Jean-Talon,11
Milton / St-Laurent,Laurier / St-Denis,9
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Lajeunesse / Villeray,5
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Laurier / St-Denis,5
Stanley / René-Lévesque,Lajeunesse / Villeray,14
Stanley / René-Lévesque,Ste-Catherine / Towers,30
Stanley / René-Lévesque,Cathcart / McGill College,6
Stanley / René-Lévesque,Workman / Vinet,4
Calixa-Lavallée / Rachel 2,Cathcart / McGill College,1
Métro Beaubien (de St-Vallier / Beaubien),Laurier / St-Denis,25
Métro Beaubien (de St-Vallier / Beaubien),Lajeunesse / Villeray,29
Métro Beaubien (de St-Vallier / Beaubien),Christophe-Colomb / Beaubien,24
Métro Beaubien (de St-Vallier / Beaubien),des Érables / Rachel,12
Métro Beaubien (de St-Vallier / Beaubien),1ère avenue / St-Zotique,12
Métro Beaubien (de St-Vallier / Beaubien),Fabre / Jean-Talon,15
Métro Peel (de Maisonneuve / Stanley),Jeanne-Mance / René-Lévesque,12
Métro Peel (de Maisonneuve / Stanley),Cathcart / McGill College,6
Métro Peel (de Maisonneuve / Stanley),Ste-Catherine / Towers,37
Clark / Ontario,Cathcart / McGill College,4
Garnier / du Mont-Royal,Christophe-Colomb / Beaubien,34
Métro Papineau (Dorion / De Maisonneuve),Bennett / Ste-Catherine,13
Métro Laurier (Berri / St-Joseph),1ère avenue / St-Zotique,15
Métro Laurier (Berri / St-Joseph),des Érables / Rachel,6
Métro Laurier (Berri / St-Joseph),Christophe-Colomb / Beaubien,5
Fortune / Wellington,Métro de l'Église (Ross / de l'Église),21
Fortune / Wellington,Melrose / de Verdun,11
Fortune / Wellington,Workman / Vinet,4
Parc MacDonald (Clanranald / Isabella),Cathcart / McGill College,1
de la Côte-Ste-Catherine / Decelles,Ste-Catherine / Towers,1
St-Patrick / Thomas-Keefer,Cathcart / McGill College,14
St-Patrick / Thomas-Keefer,Melrose / de Verdun,22
St-Patrick / Thomas-Keefer,Métro de l'Église (Ross / de l'Église),17
Messier / St-Joseph,des Érables / Rachel,16
Messier / St-Joseph,Laurier / St-Denis,101
Messier / St-Joseph,Christophe-Colomb / Beaubien,4
Messier / St-Joseph,Lajeunesse / Villeray,2
Métro Sherbrooke (de Rigaud / Berri),Lajeunesse / Villeray,28
Métro Sherbrooke (de Rigaud / Berri),Métro Crémazie (Crémazie / Lajeunesse),1
Jeanne-Mance / René-Lévesque,Workman / Vinet,1
Jeanne-Mance / René-Lévesque,Laurier / St-Denis,2
Notre-Dame / St-Gabriel,BAnQ (Berri),4
Roy / St-André,Cathcart / McGill College,8
Roy / St-André,Fabrik8 (Waverly / Jean-Talon),3
Roy / St-André,des Érables / Rachel,13
St-Laurent / Pl. du Marché,Jeanne-Mance / René-Lévesque,20
Complexe Desjardins (St-Urbain / René-Lévesque),Cathcart / McGill College,7
du Parc-Lafontaine / Rachel,de la Côte St-Paul / St-Ambroise,16
Fabrik8 (Waverly / Jean-Talon),Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),15
du Parc-Lafontaine / Rachel,BAnQ (Berri),16
du Parc-Lafontaine / Rachel,Ste-Catherine / Towers,2
Ste-Catherine / Bishop,Métro de l'Église (Ross / de l'Église),2
du Parc-Lafontaine / Rachel,Métro Crémazie (Crémazie / Lajeunesse),2
Atwater / Greene,de la Côte St-Paul / St-Ambroise,2
Bernard / Jeanne-Mance,Christophe-Colomb / Beaubien,6
Bernard / Jeanne-Mance,Lajeunesse / Villeray,28
Bernard / Jeanne-Mance,Bennett / Ste-Catherine,1
Bernard / Jeanne-Mance,Cathcart / McGill College,1
Bernard / Jeanne-Mance,Laurier / St-Denis,49
Bernard / Jeanne-Mance,Ste-Catherine / Towers,11
Marquette / des Carrières,Laurier / St-Denis,18
Marquette / des Carrières,BAnQ (Berri),3
Marquette / des Carrières,Fabrik8 (Waverly / Jean-Talon),32
Marquette / des Carrières,Fabre / Jean-Talon,12
Marquette / des Carrières,Lajeunesse / Villeray,12
Marquette / des Carrières,Christophe-Colomb / Beaubien,13
Bernard / Jeanne-Mance,des Érables / Rachel,8
Bernard / Jeanne-Mance,Fabrik8 (Waverly / Jean-Talon),8
de Maisonneuve / Greene,Ste-Catherine / Towers,30
de Maisonneuve / Greene,Cathcart / McGill College,7
Cartier / Marie-Anne,BAnQ (Berri),24
Cartier / Marie-Anne,Laurier / St-Denis,62
Cartier / Marie-Anne,Bennett / Ste-Catherine,6
Cartier / Marie-Anne,des Érables / Rachel,39
HEC (Decelles / Jean-Brillant),Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),9
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),des Érables / Rachel,6
Square Viger (Berri / Viger),Jeanne-Mance / René-Lévesque,1
Collège Ahuntsic (St-Hubert / Émile-Journault),Métro Crémazie (Crémazie / Lajeunesse),53
Peel / Notre-Dame,Cathcart / McGill College,9
Ste-Catherine / Bishop,Métro Atwater (Atwater / Ste-Catherine),25
Ste-Catherine / Bishop,Métro Peel (de Maisonneuve / Stanley),46
Ste-Catherine / Bishop,Notre-Dame / St-Martin,3
Ste-Catherine / Bishop,du Séminaire / de la Montagne,9
Ste-Catherine / Bishop,Gare d'autocars de Montréal (Berri / Ontario),1
Ste-Catherine / Bishop,Fortune / Wellington,9
Grey / Sherbrooke,Métro Peel (de Maisonneuve / Stanley),4
Grey / Sherbrooke,Métro Atwater (Atwater / Ste-Catherine),15
Marché St-Jacques (Atateken),Berri / Rachel,44
Marché St-Jacques (Atateken),St-Viateur / Casgrain,5
Marché St-Jacques (Atateken),Métro Atwater (Atwater / Ste-Catherine),11
Marché St-Jacques (Atateken),Garnier / du Mont-Royal,14
Marché St-Jacques (Atateken),de Maisonneuve / Mansfield (nord),23
Marché St-Jacques (Atateken),Métro Peel (de Maisonneuve / Stanley),18
Marché St-Jacques (Atateken),Clark / Ontario,21
Marché St-Jacques (Atateken),Jacques-Casault / Christophe-Colomb,1
Fabre / Jean-Talon,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),4
Parc Jeanne-Mance (du Mont-Royal / du Parc),Gare d'autocars de Montréal (Berri / Ontario),7
Parc Jeanne-Mance (du Mont-Royal / du Parc),Garnier / du Mont-Royal,41
Parc Jeanne-Mance (du Mont-Royal / du Parc),St-Grégoire / Christophe-Colomb,3
Parc Jeanne-Mance (du Mont-Royal / du Parc),Clark / Ontario,14
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Mansfield (nord),7
Parc Jeanne-Mance (du Mont-Royal / du Parc),St-Viateur / Casgrain,9
Émile-Duployé / Rachel,St-Viateur / Casgrain,32
Émile-Duployé / Rachel,9e avenue / Masson,30
Émile-Duployé / Rachel,Berri / Rachel,64
Émile-Duployé / Rachel,Gare d'autocars de Montréal (Berri / Ontario),9
Émile-Duployé / Rachel,Duke / Nazareth,3
Laurier / de Brébeuf,Clark / Ontario,16
Laurier / de Brébeuf,Jacques-Casault / Christophe-Colomb,3
Laurier / de Brébeuf,St-Grégoire / Christophe-Colomb,16
Laurier / de Brébeuf,St-Viateur / Casgrain,52
Laurier / de Brébeuf,de Maisonneuve / Mansfield (nord),14
Laurier / de Brébeuf,9e avenue / Masson,5
Laurier / de Brébeuf,Gare d'autocars de Montréal (Berri / Ontario),18
Laurier / de Brébeuf,Garnier / du Mont-Royal,18
Laurier / de Brébeuf,Berri / Rachel,26
Laurier / de Brébeuf,Notre-Dame / St-Martin,2
Grand Boulevard / Sherbrooke,Parc Benny (Benny / de Monkland),5
Notre-Dame / St-Martin,du Séminaire / de la Montagne,13
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Atwater (Atwater / Ste-Catherine),5
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Duke / Nazareth,1
Square Viger (Berri / Viger),Clark / Ontario,10
Square Viger (Berri / Viger),William / Robert-Bourassa,13
Square Viger (Berri / Viger),Berri / Rachel,5
Square Viger (Berri / Viger),St-Antoine / de la Montagne,3
des Barges / des Bassins,St-Antoine / de la Montagne,19
des Barges / des Bassins,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),6
de Maisonneuve / Fullum,Clark / Ontario,6
de Maisonneuve / Fullum,Métro Peel (de Maisonneuve / Stanley),21
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Garnier / du Mont-Royal,7
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Berri / Rachel,3
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Notre-Dame / St-Martin,16
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Garnier / du Mont-Royal,1
Peel / Notre-Dame,Duke / Nazareth,1
Peel / Notre-Dame,Notre-Dame / St-Martin,5
Peel / Notre-Dame,Métro Atwater (Atwater / Ste-Catherine),2
Métro Sauvé (Berri / Sauvé),9e avenue / Masson,5
Milton / St-Laurent,Métro Place-d'Armes (St-Urbain / Viger),34
Milton / St-Laurent,Cyclo PBSC,1
Milton / St-Laurent,Métro Peel (de Maisonneuve / Stanley),36
Milton / St-Laurent,Métro Atwater (Atwater / Ste-Catherine),4
Milton / St-Laurent,Omer-Lavallée / du Midway,8
Milton / St-Laurent,Garnier / du Mont-Royal,8
Milton / St-Laurent,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),4
Milton / St-Laurent,du Séminaire / de la Montagne,3
St-Jacques / Richmond,Clark / Ontario,3
Stanley / René-Lévesque,Clark / Ontario,9
Stanley / René-Lévesque,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),4
Stanley / René-Lévesque,St-Viateur / Casgrain,5
Stanley / René-Lévesque,Berri / Rachel,3
Stanley / René-Lévesque,Fortune / Wellington,10
Stanley / René-Lévesque,du Séminaire / de la Montagne,10
Calixa-Lavallée / Rachel 2,9e avenue / Masson,2
Calixa-Lavallée / Rachel 2,St-Viateur / Casgrain,1
Métro Beaubien (de St-Vallier / Beaubien),Jacques-Casault / Christophe-Colomb,2
Métro Beaubien (de St-Vallier / Beaubien),St-Viateur / Casgrain,66
Métro Beaubien (de St-Vallier / Beaubien),9e avenue / Masson,17
Métro Beaubien (de St-Vallier / Beaubien),Clark / Ontario,10
Métro Beaubien (de St-Vallier / Beaubien),St-Grégoire / Christophe-Colomb,13
Métro Beaubien (de St-Vallier / Beaubien),Métro Place-d'Armes (St-Urbain / Viger),3
Métro Peel (de Maisonneuve / Stanley),Gare d'autocars de Montréal (Berri / Ontario),21
Métro Peel (de Maisonneuve / Stanley),Métro Peel (de Maisonneuve / Stanley),63
Métro Peel (de Maisonneuve / Stanley),Métro Atwater (Atwater / Ste-Catherine),50
Métro Peel (de Maisonneuve / Stanley),Berri / Rachel,17
Métro Peel (de Maisonneuve / Stanley),Clark / Ontario,25
Métro Peel (de Maisonneuve / Stanley),Fortune / Wellington,2
Métro Peel (de Maisonneuve / Stanley),Duke / Nazareth,3
Métro Peel (de Maisonneuve / Stanley),William / Robert-Bourassa,2
Clark / Ontario,Gare d'autocars de Montréal (Berri / Ontario),53
Clark / Ontario,Clark / Ontario,10
Clark / Ontario,Métro Place-d'Armes (St-Urbain / Viger),13
Métro Papineau (Dorion / De Maisonneuve),du Séminaire / de la Montagne,4
Métro Papineau (Dorion / De Maisonneuve),Clark / Ontario,6
Garnier / du Mont-Royal,St-Viateur / Casgrain,29
Garnier / du Mont-Royal,Berri / Rachel,57
Garnier / du Mont-Royal,Garnier / du Mont-Royal,63
Métro Papineau (Dorion / De Maisonneuve),Gare d'autocars de Montréal (Berri / Ontario),6
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Mansfield (nord),1
Métro Laurier (Berri / St-Joseph),Métro Place-d'Armes (St-Urbain / Viger),16
Métro Laurier (Berri / St-Joseph),Berri / Rachel,16
Métro Laurier (Berri / St-Joseph),Garnier / du Mont-Royal,36
Métro Laurier (Berri / St-Joseph),9e avenue / Masson,25
Métro Laurier (Berri / St-Joseph),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),3
Fortune / Wellington,Duke / Nazareth,2
Fortune / Wellington,Fortune / Wellington,14
Parc MacDonald (Clanranald / Isabella),St-Viateur / Casgrain,4
Parc MacDonald (Clanranald / Isabella),Parc Benny (Benny / de Monkland),2
St-Patrick / Thomas-Keefer,Duke / Nazareth,11
St-Patrick / Thomas-Keefer,Fortune / Wellington,10
St-Patrick / Thomas-Keefer,Notre-Dame / St-Martin,2
St-Patrick / Thomas-Keefer,Métro Peel (de Maisonneuve / Stanley),2
Messier / St-Joseph,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),16
Métro Sherbrooke (de Rigaud / Berri),St-Viateur / Casgrain,19
Métro Sherbrooke (de Rigaud / Berri),St-Grégoire / Christophe-Colomb,30
Métro Sherbrooke (de Rigaud / Berri),William / Robert-Bourassa,1
Messier / St-Joseph,Berri / Rachel,7
Messier / St-Joseph,St-Viateur / Casgrain,21
Messier / St-Joseph,Garnier / du Mont-Royal,16
Messier / St-Joseph,St-Grégoire / Christophe-Colomb,20
du Mont-Royal / St-André,St-Viateur / Casgrain,7
St-Jacques / Vinet,Fortune / Wellington,1
St-Jacques / Vinet,Métro Peel (de Maisonneuve / Stanley),10
St-Jacques / Vinet,St-Jacques / Vinet,4
Notre-Dame / St-Gabriel,Gare d'autocars de Montréal (Berri / Ontario),6
Roy / St-André,Garnier / du Mont-Royal,70
Roy / St-André,Clark / Ontario,35
Notre-Dame / St-Gabriel,Fortune / Wellington,16
Roy / St-André,St-Viateur / Casgrain,45
Roy / St-André,9e avenue / Masson,5
St-Laurent / Pl. du Marché,Métro Peel (de Maisonneuve / Stanley),4
St-Laurent / Pl. du Marché,William / Robert-Bourassa,10
St-Laurent / Pl. du Marché,du Séminaire / de la Montagne,4
St-Laurent / Pl. du Marché,St-Antoine / de la Montagne,5
St-Laurent / Pl. du Marché,9e avenue / Masson,1
St-Laurent / Pl. du Marché,Métro Atwater (Atwater / Ste-Catherine),2
St-Laurent / Pl. du Marché,Duke / Nazareth,2
St-Laurent / Pl. du Marché,Métro Place-d'Armes (St-Urbain / Viger),20
St-Laurent / Pl. du Marché,Berri / Rachel,2
Complexe Desjardins (St-Urbain / René-Lévesque),Fortune / Wellington,2
du Parc-Lafontaine / Rachel,Garnier / du Mont-Royal,34
Fabrik8 (Waverly / Jean-Talon),St-Viateur / Casgrain,4
Fabrik8 (Waverly / Jean-Talon),St-Grégoire / Christophe-Colomb,2
du Parc-Lafontaine / Rachel,Gare d'autocars de Montréal (Berri / Ontario),7
du Parc-Lafontaine / Rachel,Omer-Lavallée / du Midway,4
du Parc-Lafontaine / Rachel,Métro Peel (de Maisonneuve / Stanley),11
Sherbrooke / Benny,Métro Atwater (Atwater / Ste-Catherine),3
du Parc-Lafontaine / Rachel,St-Viateur / Casgrain,12
du Parc-Lafontaine / Rachel,9e avenue / Masson,3
Sherbrooke / Benny,St-Jacques / Vinet,2
Ste-Catherine / Bishop,Berri / Rachel,1
Ste-Catherine / Bishop,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),23
du Parc-Lafontaine / Rachel,St-Grégoire / Christophe-Colomb,2
Atwater / Greene,du Séminaire / de la Montagne,1
Atwater / Greene,Notre-Dame / St-Martin,21
Atwater / Greene,Métro Atwater (Atwater / Ste-Catherine),1
Bernard / Jeanne-Mance,Garnier / du Mont-Royal,23
Bernard / Jeanne-Mance,Gare d'autocars de Montréal (Berri / Ontario),4
Bernard / Jeanne-Mance,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),20
Bernard / Jeanne-Mance,Berri / Rachel,12
Bernard / Jeanne-Mance,de la Côte-Ste-Catherine / Davaar,4
Marquette / des Carrières,St-Viateur / Casgrain,19
Marquette / des Carrières,Berri / Rachel,15
Parc Jeanne-Mance (du Mont-Royal / du Parc),Berri / Rachel,7
de Maisonneuve / Greene,Métro Atwater (Atwater / Ste-Catherine),18
de Maisonneuve / Greene,Métro Peel (de Maisonneuve / Stanley),41
de Maisonneuve / Greene,Berri / Rachel,1
Cartier / Marie-Anne,Berri / Rachel,47
Cartier / Marie-Anne,Garnier / du Mont-Royal,35
Cartier / Marie-Anne,Clark / Ontario,12
Cartier / Marie-Anne,Duke / Nazareth,3
Cartier / Marie-Anne,Ste-Catherine / St-Clément,1
Cartier / Marie-Anne,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),12
Cartier / Marie-Anne,St-Grégoire / Christophe-Colomb,22
Cartier / Marie-Anne,Gare d'autocars de Montréal (Berri / Ontario),11
HEC (Decelles / Jean-Brillant),Métro Atwater (Atwater / Ste-Catherine),36
HEC (Decelles / Jean-Brillant),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1
HEC (Decelles / Jean-Brillant),Garnier / du Mont-Royal,3
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Clark / Ontario,12
