Start Station Name,End Station Name,Count,Total Duration
Notre-Dame / St-Martin,Smith / Peel,13,11308175
Notre-Dame / St-Martin,Square-Victoria (Viger / du Square-Victoria),12,8076489
de la Commune / King,Smith / Peel,16,6498238
HEC (Decelles / Jean-Brillant),St-Rémi / Ste-Émilie,1,1031772
des Érables / Rachel,Square-Victoria (Viger / du Square-Victoria),1,1413037
de Maisonneuve / Greene,Stanley / René-Lévesque,3,2580057
Beaubien / 8e avenue,Peel / Notre-Dame,9,24147904
Beaubien / 8e avenue,Métro Radisson (Sherbrooke / des Groseilliers),1,2038296
HEC (Decelles / Jean-Brillant),0,0,0
Calixa-Lavallée / Rachel,Lanaudière / Jean-Talon,2,4303551
Calixa-Lavallée / Rachel,Beaubien / 8e avenue,1,1350621
Notre-Dame / St-Martin,Place Ville-Marie (Robert-Bourassa / René-Lévesque),16,11323056
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ste-Catherine / Bishop,2,3459520
HEC (Decelles / Jean-Brillant),Place du Canada (Peel / des Canadiens-de-Montréal),1,1918877
Beaubien / 8e avenue,Messier / St-Joseph,2,1652927
Beaubien / 8e avenue,Métro Beaubien (de St-Vallier / Beaubien),10,8301932
Beaubien / 8e avenue,Beaubien / 8e avenue,12,1470151
HEC (Decelles / Jean-Brillant),Laurier / St-Denis,4,3624150
Calixa-Lavallée / Rachel,Bennett / Ste-Catherine,1,1377399
Calixa-Lavallée / Rachel,Fabre / Jean-Talon,1,1721487
Notre-Dame / St-Martin,Métro de l'Église (Ross / de l'Église),11,12780885
Notre-Dame / St-Martin,Workman / Vinet,12,3224451
HEC (Decelles / Jean-Brillant),Métro Villa-Maria (de Monkland / Décarie),1,2438295
HEC (Decelles / Jean-Brillant),des Érables / Rachel,2,3432071
Calixa-Lavallée / Rachel,des Érables / Rachel,1,441379
Beaubien / 8e avenue,Métro Crémazie (Crémazie / Lajeunesse),5,10136449
Beaubien / 8e avenue,Christophe-Colomb / Beaubien,3,2558660
Beaubien / 8e avenue,Fabre / Jean-Talon,4,3031502
HEC (Decelles / Jean-Brillant),Berri / Rachel,2,3354734
Calixa-Lavallée / Rachel,Omer-Lavallée / du Midway,2,2882133
Notre-Dame / St-Martin,Métro Peel (de Maisonneuve / Stanley),4,3078408
Notre-Dame / St-Martin,St-Antoine / de la Montagne,8,3183573
Notre-Dame / St-Martin,Notre-Dame / St-Martin,6,11250660
Notre-Dame / St-Martin,Duke / Nazareth,3,2656554
HEC (Decelles / Jean-Brillant),St-Viateur / Casgrain,2,2171139
de Maisonneuve / Greene,9e avenue / Masson,1,2702957
de Maisonneuve / Greene,St-Antoine / de la Montagne,4,3071682
Beaubien / 8e avenue,Omer-Lavallée / du Midway,2,1329267
Beaubien / 8e avenue,9e avenue / Masson,3,1317207
Beaubien / 8e avenue,Gare d'autocars de Montréal (Berri / Ontario),1,2141933
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),William / Robert-Bourassa,3,4286719
Calixa-Lavallée / Rachel,Parc Jeanne-Mance (du Mont-Royal / du Parc),1,694309
Calixa-Lavallée / Rachel,Molson / William-Tremblay,4,2649600
Calixa-Lavallée / Rachel,de Maisonneuve / Aylmer (ouest),1,1389745
Calixa-Lavallée / Rachel,de Maisonneuve / Mackay,2,3315045
Notre-Dame / St-Martin,de Maisonneuve / Aylmer (ouest),7,5534251
Notre-Dame / St-Martin,Parc St-Gabriel (Grand Trunk / Ropery),19,23171161
Notre-Dame / St-Martin,St-Antoine / Jean-Paul Riopelle,10,6948275
Notre-Dame / St-Martin,de Maisonneuve / Mackay,12,7761906
HEC (Decelles / Jean-Brillant),Roy / St-André,1,1479012
HEC (Decelles / Jean-Brillant),Parc MacDonald (Clanranald / Isabella),1,510339
Beaubien / 8e avenue,Laurier / de Brébeuf,2,30107009
Beaubien / 8e avenue,Molson / William-Tremblay,3,2482839
Square Viger (Berri / Viger),Dorion / Ontario,4,5712537
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Marseille / de la Pépinière,1,2337602
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Rosemont (de St-Vallier / Rosemont),1,1381896
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Viau (Pierre-de-Coubertin / Viau),1,1916796
Ste-Catherine / Union,de la Commune / Place Jacques-Cartier,6,248559000
Ste-Catherine / Union,de Maisonneuve / Aylmer (est),10,5296390
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Frontenac (Ontario / du Havre),5,4862543
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Marché Maisonneuve (Ontario / Morgan),2,3458980
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Clark / de l'Arcade,1,1702795
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Rachel / de Brébeuf,1,676719
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Courcelle / Acorn,1,2015503
Ste-Catherine / Union,Métro Frontenac (Ontario / du Havre),3,3993129
Ste-Catherine / Union,Sherbrooke / Benny,2,4605250
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),du Mont-Royal / St-André,1,829214
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ste-Émilie / Sir-Georges-Etienne-Cartier,2,3653327
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ottawa / du Séminaire,1,1380092
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Pie-IX (Pierre-de-Coubertin / Desjardins),1,1766193
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Masson / Molson,2,3256394
Square Viger (Berri / Viger),des Barges / des Bassins,1,1130323
Square Viger (Berri / Viger),Place Ville-Marie (Robert-Bourassa / René-Lévesque),2,1304872
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),1,2464040
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de la Commune / Berri,3,5910332
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Kent / Hudson,1,2366945
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),St-Hubert / de Maisonneuve (nord),1,605665
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Laurier / St-Denis,2,2958219
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Fabrik8 (Waverly / Jean-Talon),2,3138687
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Notre-Dame / St-Martin,1,1317113
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Gare d'autocars de Montréal (Berri / Ontario),2,1326876
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),St-Viateur / Casgrain,1,1005547
Ste-Catherine / Union,St-Viateur / Casgrain,2,2564263
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),St-Antoine / Jean-Paul Riopelle,1,833987
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Molson / William-Tremblay,1,1450509
Ste-Catherine / Union,Molson / William-Tremblay,13,21983046
Square Viger (Berri / Viger),Place Valois (Valois / Ontario),4,7610851
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),20e avenue / de Bellechasse,1,2928763
Square Viger (Berri / Viger),de Maisonneuve / Aylmer (est),2,1714360
Calixa-Lavallée / Rachel,Marquette / des Carrières,1,876719
Square Viger (Berri / Viger),Robert-Bourassa / St-Maurice,1,763830
Square Viger (Berri / Viger),Stanley / René-Lévesque,1,677139
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Métro Préfontaine (Moreau / Hochelaga),1,1334098
Square Viger (Berri / Viger),Édouard-Montpetit / de Stirling,1,2320638
Square Viger (Berri / Viger),Kent / Hudson,1,2195086
Square Viger (Berri / Viger),du Séminaire / de la Montagne,1,931084
Square Viger (Berri / Viger),Molson / William-Tremblay,3,6334696
Square Viger (Berri / Viger),Villeray / De Normanville,1,2403102
Calixa-Lavallée / Rachel,St-Laurent / Pl. du Marché,2,1603150
Wellington / Queen,St-Laurent / Pl. du Marché,4,4680891
Ste-Catherine / Union,Métro Rosemont (de St-Vallier / Rosemont),2,3347676
Ste-Catherine / Union,Place Valois (Valois / Ontario),1,1812749
Ste-Catherine / Union,Fullum / Marie-Anne,1,1367116
Square Viger (Berri / Viger),Parc Labelle (LaSalle / Henri-Duhamel),1,2008868
des Érables / Rachel,de Maisonneuve / Aylmer (est),2,3294380
Calixa-Lavallée / Rachel,de Maisonneuve / Aylmer (est),2,2222820
Ste-Catherine / Union,Milton / St-Laurent,9,7750108
Ste-Catherine / Union,de l'Hôtel-de-Ville / Rachel,4,3869358
Ste-Catherine / Union,Roy / Saint-Laurent,12,9887724
Square Viger (Berri / Viger),de la Montagne / Notre-Dame,2,2056814
Square Viger (Berri / Viger),Émile-Duployé / Rachel,1,1756193
Square Viger (Berri / Viger),Grey / Sherbrooke,1,2656977
Calixa-Lavallée / Rachel,Métro Frontenac (Ontario / du Havre),1,905290
Calixa-Lavallée / Rachel,Métro Papineau (Dorion / De Maisonneuve),1,637514
Ste-Catherine / Union,de la Montagne / Notre-Dame,10,11647778
Ste-Catherine / Union,Marché Atwater,2,2381758
Square Viger (Berri / Viger),Ottawa / du Séminaire,1,973971
des Érables / Rachel,Smith / Peel,1,1816198
Calixa-Lavallée / Rachel,de la Commune / King,1,1493185
Calixa-Lavallée / Rachel,du Havre / Hochelaga,2,1851251
Wellington / Queen,Viger / Chenneville,6,2393472
Wellington / Queen,de Maisonneuve / Mansfield (sud),2,1433611
Ste-Catherine / Union,Square-Victoria (Viger / du Square-Victoria),22,20704520
Ste-Catherine / Union,de la Commune / King,1,494422
Ste-Catherine / Union,des Érables / Laurier,1,1704014
Square Viger (Berri / Viger),Wellington / Queen,3,2290599
Calixa-Lavallée / Rachel,Métro Beaubien (de St-Vallier / Beaubien),1,1181262
Calixa-Lavallée / Rachel,Métro Laurier (Berri / St-Joseph),1,2199859
Ste-Catherine / Union,Wellington / Queen,5,2434729
Calixa-Lavallée / Rachel,St-Jacques / Richmond,2,3998992
Calixa-Lavallée / Rachel,BAnQ (Berri),4,2768549
Wellington / Queen,Bennett / Ste-Catherine,1,1808613
Wellington / Queen,Cathcart / McGill College,3,2421994
Ste-Catherine / Union,de Maisonneuve / Mansfield (nord),27,7177878
Ste-Catherine / Union,Métro Place-d'Armes (St-Urbain / Viger),9,11858633
Ste-Catherine / Union,Berri / Rachel,3,3105194
Ste-Catherine / Union,St-Jacques / Vinet,4,3337067
Ste-Catherine / Union,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),4,2952344
Calixa-Lavallée / Rachel,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1,867238
Wellington / Queen,Ottawa / William,2,1168658
Ste-Catherine / Union,McTavish / Sherbrooke,7,4332409
Ste-Catherine / Union,St-Antoine / Jean-Paul Riopelle,5,5837593
Ste-Catherine / Union,Roy / St-André,7,7231597
Ste-Catherine / Union,Frontenac / Ste-Catherine,4,5836169
Ste-Catherine / Union,Villeray / De Normanville,1,2481061
Ste-Catherine / Union,HEC (Decelles / Jean-Brillant),1,2006542
Ste-Catherine / Union,Marché Jean-Talon (Casgrain / Shamrock),1,1695278
Ste-Catherine / Union,Atwater / Greene,1,1429314
Ste-Catherine / Union,Métro Lionel-Groulx (St-Jacques / Atwater),1,1698989
de Maisonneuve / Greene,Métro Lionel-Groulx (St-Jacques / Atwater),4,1279061
Square Viger (Berri / Viger),Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),1,2053633
Square Viger (Berri / Viger),Frontenac / Ste-Catherine,1,825133
Wellington / Queen,du Mont-Royal / de Brébeuf,1,2083121
Ste-Catherine / Union,Aylwin / Ontario,1,1342507
Ste-Catherine / Union,Square Viger (Berri / Viger),1,534658
Ste-Catherine / Union,Métro Sherbrooke (de Rigaud / Berri),4,3607891
de Maisonneuve / Greene,St-Urbain / Laurier,2,3619423
de Maisonneuve / Greene,du Mont-Royal / Clark,2,3364387
de Maisonneuve / Greene,Square Viger (Berri / Viger),2,3974063
de Maisonneuve / Greene,de Maisonneuve / Aylmer (est),2,2344830
de Maisonneuve / Greene,Milton / St-Laurent,1,1436038
Square Viger (Berri / Viger),Notre-Dame / St-Gabriel,1,969929
Square Viger (Berri / Viger),15e avenue / Laurier,1,2209879
Square Viger (Berri / Viger),Métro Sherbrooke (de Rigaud / Berri),2,1197379
Wellington / Queen,Aylwin / Ontario,4,6178103
Wellington / Queen,Square Viger (Berri / Viger),2,1120605
Wellington / Queen,Notre-Dame / St-Gabriel,3,121018452
Wellington / Queen,du Mont-Royal / Clark,3,3696720
Ste-Catherine / Union,Clark / de l'Arcade,3,4096852
Ste-Catherine / Union,Émile-Duployé / Rachel,1,1561483
de Maisonneuve / Greene,Grey / Sherbrooke,5,2939726
de Maisonneuve / Greene,Sherbrooke / Benny,1,1244883
de Maisonneuve / Greene,Atwater / Sherbrooke,1,267316
Ste-Catherine / Union,du Havre / Hochelaga,3,4132530
Ste-Catherine / Union,Wilson / Sherbrooke,1,2135810
Ste-Catherine / Union,Ste-Émilie / Sir-Georges-Etienne-Cartier,1,1506718
de Maisonneuve / Greene,McGill / Place d'Youville,1,1270474
de Maisonneuve / Greene,Square-Victoria (Viger / du Square-Victoria),1,936187
de Maisonneuve / Greene,Smith / Peel,1,1179306
de Maisonneuve / Greene,Argyle / Bannantyne,1,1903743
de Maisonneuve / Greene,Ste-Émilie / Sir-Georges-Etienne-Cartier,1,727003
Square Viger (Berri / Viger),Masson / Molson,1,1548153
Wellington / Queen,3e avenue / Wellington,6,10582440
Wellington / Queen,BIXI K5,1,2490180
Wellington / Queen,0,0,0
Ste-Catherine / Union,de la Commune / St-Sulpice,1,440659
Ste-Catherine / Union,Place Ville-Marie (Robert-Bourassa / René-Lévesque),3,30216343
Ste-Catherine / Union,Métro Laurier (Berri / St-Joseph),2,2530470
de Maisonneuve / Greene,Wellington / Queen,1,1643942
Wellington / Queen,de la Commune / Berri,2,1298659
Ste-Catherine / Union,Beurling / Godin,1,2777009
de Maisonneuve / Greene,de la Côte St-Paul / St-Ambroise,1,2102589
de Maisonneuve / Greene,Workman / Vinet,1,629872
de Maisonneuve / Greene,Métro Villa-Maria (de Monkland / Décarie),2,1993248
de Maisonneuve / Greene,BAnQ (Berri),1,1473095
de Maisonneuve / Greene,Ste-Catherine / Drummond,1,516093
Square Viger (Berri / Viger),Fabre / Jean-Talon,1,2136395
Wellington / Queen,Ste-Catherine / Drummond,3,3378476
Ste-Catherine / Union,Fortune / Wellington,2,2172154
Ste-Catherine / Union,Omer-Lavallée / du Midway,1,1553784
Ste-Catherine / Union,Ste-Catherine / St-Clément,2,3794683
Ste-Catherine / Union,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1,736073
de Maisonneuve / Greene,St-Jacques / Vinet,1,431905
de Maisonneuve / Greene,du Séminaire / de la Montagne,1,859323
de Maisonneuve / Greene,Clark / Ontario,1,1781388
Wellington / Queen,Notre-Dame / St-Martin,2,1547220
Wellington / Queen,William / Robert-Bourassa,6,3182436
Ste-Catherine / Union,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),6,3442348
de Maisonneuve / Greene,McTavish / Sherbrooke,2,1667511
de Maisonneuve / Greene,de Maisonneuve / Aylmer (ouest),1,1484774
de Maisonneuve / Greene,Parc MacDonald (Clanranald / Isabella),1,1856275
de Maisonneuve / Greene,Ottawa / William,1,1034279
de Maisonneuve / Greene,St-Jacques / McGill,1,905380
de Maisonneuve / Greene,de Maisonneuve / Mansfield (sud-est),1,557132
de Maisonneuve / Greene,de Maisonneuve / de Bleury,2,1536500
Square Viger (Berri / Viger),de Maisonneuve / Mansfield (sud-est),1,877299
Wellington / Queen,Molson / William-Tremblay,1,2018234
HEC (Decelles / Jean-Brillant),Fullum / Marie-Anne,1,2309158
HEC (Decelles / Jean-Brillant),Roy / Saint-Laurent,1,1333941
Calixa-Lavallée / Rachel,Roy / Saint-Laurent,1,2065009
HEC (Decelles / Jean-Brillant),Van Horne / Dollard,1,749199
HEC (Decelles / Jean-Brillant),Square-Victoria (Viger / du Square-Victoria),1,1733453
HEC (Decelles / Jean-Brillant),Ste-Catherine / Union,1,1125256
Calixa-Lavallée / Rachel,St-Hubert / de Maisonneuve (nord),1,510500
Calixa-Lavallée / Rachel,Messier / St-Joseph,1,522445
HEC (Decelles / Jean-Brillant),Christophe-Colomb / Beaubien,2,2994847
HEC (Decelles / Jean-Brillant),Elmwood / Mc Dougall,1,1036284
HEC (Decelles / Jean-Brillant),Métro Parc  (Hutchison / Ogilvy),1,1082321
Calixa-Lavallée / Rachel,de Maisonneuve / de Bleury,1,1090439
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Marché Jean-Talon (Casgrain / Shamrock),1,2529894
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Pierre-de-Coubertin / Aird,3,1148396
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Villeray / De Normanville,1,2471222
Square Viger (Berri / Viger),Regina / de Verdun,1,1571949
Wellington / Queen,Dorion / Ontario,1,1921221
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Parc du Père-Marquette (de Bellechasse / de Lanaudière),1,1327440
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Joliette  (Hochelaga / Joliette),5,3485629
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Milton / St-Laurent,3,5193636
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Parc Molson (d'Iberville / Beaubien),2,2087445
Collège de Maisonneuve (Sherbrooke / Bourbonnière),St-Urbain / Laurier,1,1704255
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Sherbrooke (de Rigaud / Berri),1,1212012
Wellington / Queen,15e avenue / Laurier,1,2269987
Wellington / Queen,St-Patrick / Thomas-Keefer,1,1588031
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Marché St-Jacques (Atateken),1,1480925
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Collège de Rosemont (Beaubien / 15e avenue),10,8656278
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Hochelaga / Dézéry,1,2149225
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Calixa-Lavallée / Rachel 2,5,6110576
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Émile-Duployé / Rachel,1,1392019
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Frontenac (Ontario / du Havre),1,1055831
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Mont-Royal (Utilités publiques / Rivard),1,1368719
Wellington / Queen,Marché St-Jacques (Atateken),3,4263474
Wellington / Queen,Métro Frontenac (Ontario / du Havre),2,3809089
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Métro Radisson (Sherbrooke / des Groseilliers),1,1448102
Collège de Maisonneuve (Sherbrooke / Bourbonnière),du Mont-Royal / St-André,2,2807860
Collège de Maisonneuve (Sherbrooke / Bourbonnière),du Havre / Hochelaga,1,2499326
Collège de Maisonneuve (Sherbrooke / Bourbonnière),des Érables / Laurier,3,3355082
Wellington / Queen,du Havre / Hochelaga,2,3626439
Wellington / Queen,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),2,1873186
Wellington / Queen,Ottawa / du Séminaire,2,905642
Collège de Maisonneuve (Sherbrooke / Bourbonnière),0,0,0
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Beaubien / 8e avenue,9,8157105
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Berri / de Maisonneuve,2,3864524
Collège de Maisonneuve (Sherbrooke / Bourbonnière),CHSLD Robert Cliche (de Bellechasse / 16e avenue),11,8395471
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Messier / St-Joseph,1,954652
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Garnier / Beaubien,1,2149464
Wellington / Queen,Place du Canada (Peel / des Canadiens-de-Montréal),2,1468496
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Bennett / Ste-Catherine,2,1769672
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Fabre / Jean-Talon,1,1816479
Wellington / Queen,Workman / Vinet,1,856708
Collège de Maisonneuve (Sherbrooke / Bourbonnière),9e avenue / Masson,2,1250483
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Omer-Lavallée / du Midway,4,1977023
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Ste-Catherine / St-Clément,1,916254
Wellington / Queen,Métro Atwater (Atwater / Ste-Catherine),2,3195727
Wellington / Queen,St-Antoine / de la Montagne,2,2279677
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Molson / William-Tremblay,10,5835004
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Laurier / de Brébeuf,1,1765378
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Émile-Duployé / Sherbrooke,2,2827861
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Roy / St-André,3,3598012
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Ontario / Ville-Marie,1,694514
Collège de Maisonneuve (Sherbrooke / Bourbonnière),de Maisonneuve / Mackay,1,2961434
Collège de Maisonneuve (Sherbrooke / Bourbonnière),Parc Jeanne-Mance (du Mont-Royal / du Parc),1,1845819
de Maisonneuve / Greene,Laurier / de Brébeuf,1,2717174
Wellington / Queen,St-Antoine / Jean-Paul Riopelle,1,281465
Wellington / Queen,des Pins / St-Laurent,1,1124380
des Érables / Rachel,Marché Jean-Talon (Casgrain / Shamrock),2,3101776
des Érables / Rachel,20e avenue / de Bellechasse,1,1476429
des Érables / Rachel,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),1,977744
des Érables / Rachel,Métro Préfontaine (Moreau / Hochelaga),4,4308634
des Érables / Rachel,Wellington / Queen,1,1457693
de Maisonneuve / Fullum,Frontenac / Ste-Catherine,1,155105
de Maisonneuve / Fullum,St-Laurent / Pl. du Marché,5,3397330
de Maisonneuve / Fullum,Bernard / Jeanne-Mance,2,4074853
des Barges / des Bassins,St-Laurent / Pl. du Marché,5,5818192
des Barges / des Bassins,Dorion / Ontario,2,3445048
des Barges / des Bassins,du Mont-Royal / de Brébeuf,1,2307153
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Bernard / Jeanne-Mance,12,14639353
McTavish / Sherbrooke,Calixa-Lavallée / Rachel,3,5705284
McTavish / Sherbrooke,St-Laurent / Pl. du Marché,12,6908241
McTavish / Sherbrooke,Fullum / Marie-Anne,2,3945023
McTavish / Sherbrooke,Métro Viau (Pierre-de-Coubertin / Viau),1,2334735
McTavish / Sherbrooke,Marché Jean-Talon (Casgrain / Shamrock),1,1975375
McTavish / Sherbrooke,20e avenue / de Bellechasse,3,7207297
McTavish / Sherbrooke,du Mont-Royal / de Brébeuf,7,8921154
de Maisonneuve / Fullum,Aylwin / Ontario,6,4248461
de Maisonneuve / Fullum,Roy / Saint-Laurent,2,1932160
de Maisonneuve / Fullum,Métro Joliette  (Hochelaga / Joliette),20,26283565
de Maisonneuve / Fullum,Métro Sherbrooke (de Rigaud / Berri),1,2597168
des Barges / des Bassins,de l'Hôtel-de-Ville / Rachel,3,5423556
des Barges / des Bassins,de Maisonneuve / Aylmer (est),1,1014772
des Barges / des Bassins,Square Viger (Berri / Viger),2,2213086
des Barges / des Bassins,Roy / Saint-Laurent,4,6043811
des Barges / des Bassins,Métro Joliette  (Hochelaga / Joliette),1,2519771
des Barges / des Bassins,Milton / St-Laurent,2,2765089
des Barges / des Bassins,St-Patrick / Thomas-Keefer,6,5646704
des Barges / des Bassins,de la Commune / Place Jacques-Cartier,2,1450509
des Barges / des Bassins,Parc Labelle (LaSalle / Henri-Duhamel),1,715444
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Milton / St-Laurent,1,1862371
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),St-Urbain / Laurier,2,1756040
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Roy / Saint-Laurent,2,2933415
McTavish / Sherbrooke,Square Viger (Berri / Viger),2,1608515
McTavish / Sherbrooke,St-Patrick / Thomas-Keefer,1,823683
McTavish / Sherbrooke,15e avenue / Laurier,4,11479098
McTavish / Sherbrooke,Complexe Desjardins (St-Urbain / René-Lévesque),3,1907251
de Maisonneuve / Fullum,Métro Frontenac (Ontario / du Havre),32,11101078
de Maisonneuve / Fullum,Marché Maisonneuve (Ontario / Morgan),4,6280050
de Maisonneuve / Fullum,Émery / St-Denis,3,2713865
de Maisonneuve / Fullum,Rachel / de Brébeuf,1,844836
de Maisonneuve / Fullum,Hochelaga / Dézéry,1,1042588
de Maisonneuve / Fullum,Clark / de l'Arcade,1,2335836
de Maisonneuve / Fullum,Marquette / des Carrières,1,1748955
de Maisonneuve / Fullum,Campus MIL (Thérèse-Lavoie Roux / Outremont),1,2373351
de Maisonneuve / Fullum,Métro Mont-Royal (Utilités publiques / Rivard),2,2657384
des Barges / des Bassins,Métro St-Laurent (de Maisonneuve / St-Laurent),3,3509894
des Barges / des Bassins,Calixa-Lavallée / Rachel 2,1,1883021
des Barges / des Bassins,Métro Mont-Royal (Utilités publiques / Rivard),4,6536364
des Barges / des Bassins,Grey / Sherbrooke,2,3077786
des Barges / des Bassins,Jeanne-Mance / Sherbrooke,2,2131502
des Barges / des Bassins,Clark / de l'Arcade,1,2454967
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Clark / de l'Arcade,2,2803303
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Campus MIL (Thérèse-Lavoie Roux / Outremont),1,928136
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Métro Mont-Royal (Utilités publiques / Rivard),4,5068469
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),1,39176694
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Van Horne / Dollard,3,1924605
McTavish / Sherbrooke,Calixa-Lavallée / Rachel 2,3,4100974
McTavish / Sherbrooke,Émery / St-Denis,4,3851562
McTavish / Sherbrooke,Campus MIL (Thérèse-Lavoie Roux / Outremont),2,3507830
McTavish / Sherbrooke,Rachel / de Brébeuf,2,3104586
de Maisonneuve / Fullum,Masson / Molson,4,5568007
de Maisonneuve / Fullum,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),2,2155501
de Maisonneuve / Fullum,des Érables / Laurier,2,2348575
de Maisonneuve / Fullum,du Havre / Hochelaga,5,2146136
de Maisonneuve / Fullum,Ste-Catherine / Union,3,3347636
de Maisonneuve / Fullum,Peel / Notre-Dame,5,7416571
de Maisonneuve / Fullum,Cartier / Marie-Anne,1,629751
des Barges / des Bassins,Peel / Notre-Dame,27,10232828
des Barges / des Bassins,Square-Victoria (Viger / du Square-Victoria),15,12314550
des Barges / des Bassins,Ste-Émilie / Sir-Georges-Etienne-Cartier,11,9466192
des Barges / des Bassins,Ste-Catherine / Union,7,6574214
des Barges / des Bassins,Ottawa / du Séminaire,3,649353
des Barges / des Bassins,Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),1,1133007
des Barges / des Bassins,St-Rémi / Ste-Émilie,1,923364
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Parc Pratt (Dunlop / Van Horne),5,2356362
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),BIXI K5,1,939917
McTavish / Sherbrooke,Masson / Molson,17,32952991
McTavish / Sherbrooke,Viger / Chenneville,1,676177
McTavish / Sherbrooke,de Maisonneuve / Mansfield (sud),3,872465
des Barges / des Bassins,0,0,0
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),0,0,0
de Maisonneuve / Fullum,Berri / de Maisonneuve,5,3492547
