Start Station Name,End Station Name,Count,Total Duration
Métro Peel (de Maisonneuve / Stanley),Gare d'autocars de Montréal (Berri / Ontario),21,15664824
Métro Peel (de Maisonneuve / Stanley),Métro Peel (de Maisonneuve / Stanley),63,38364200
Métro Peel (de Maisonneuve / Stanley),Métro Atwater (Atwater / Ste-Catherine),50,29923267
Métro Peel (de Maisonneuve / Stanley),Berri / Rachel,17,23012617
Métro Peel (de Maisonneuve / Stanley),Clark / Ontario,25,12847816
Métro Peel (de Maisonneuve / Stanley),Fortune / Wellington,2,2305840
Métro Peel (de Maisonneuve / Stanley),Duke / Nazareth,3,2238035
Métro Peel (de Maisonneuve / Stanley),William / Robert-Bourassa,2,948141
Clark / Ontario,Gare d'autocars de Montréal (Berri / Ontario),53,16751266
Clark / Ontario,Clark / Ontario,10,8209502
Clark / Ontario,Métro Place-d'Armes (St-Urbain / Viger),13,6974331
Métro Papineau (Dorion / De Maisonneuve),du Séminaire / de la Montagne,4,7131504
Métro Papineau (Dorion / De Maisonneuve),Clark / Ontario,6,5451303
Garnier / du Mont-Royal,St-Viateur / Casgrain,29,24018068
Garnier / du Mont-Royal,Berri / Rachel,57,26144779
Garnier / du Mont-Royal,Garnier / du Mont-Royal,63,13694553
Métro Papineau (Dorion / De Maisonneuve),Gare d'autocars de Montréal (Berri / Ontario),6,11050618
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Mansfield (nord),1,932214
Métro Laurier (Berri / St-Joseph),Métro Place-d'Armes (St-Urbain / Viger),16,19689265
Métro Laurier (Berri / St-Joseph),Berri / Rachel,16,4497434
Métro Laurier (Berri / St-Joseph),Garnier / du Mont-Royal,36,13801135
Métro Laurier (Berri / St-Joseph),9e avenue / Masson,25,28181039
Métro Laurier (Berri / St-Joseph),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),3,2191414
Fortune / Wellington,Duke / Nazareth,2,1905199
Fortune / Wellington,Fortune / Wellington,14,11833662
Parc MacDonald (Clanranald / Isabella),St-Viateur / Casgrain,4,8188849
Parc MacDonald (Clanranald / Isabella),Parc Benny (Benny / de Monkland),2,1364398
St-Patrick / Thomas-Keefer,Duke / Nazareth,11,9168530
St-Patrick / Thomas-Keefer,Fortune / Wellington,10,6404237
St-Patrick / Thomas-Keefer,Notre-Dame / St-Martin,2,1971123
St-Patrick / Thomas-Keefer,Métro Peel (de Maisonneuve / Stanley),2,2745063
Messier / St-Joseph,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),16,20802960
Métro Sherbrooke (de Rigaud / Berri),St-Viateur / Casgrain,19,17896714
Métro Sherbrooke (de Rigaud / Berri),St-Grégoire / Christophe-Colomb,30,28023998
Métro Sherbrooke (de Rigaud / Berri),William / Robert-Bourassa,1,975759
Messier / St-Joseph,Berri / Rachel,7,5452396
Messier / St-Joseph,St-Viateur / Casgrain,21,20376896
Messier / St-Joseph,Garnier / du Mont-Royal,16,8192132
Messier / St-Joseph,St-Grégoire / Christophe-Colomb,20,10780745
du Mont-Royal / St-André,St-Viateur / Casgrain,7,5839877
St-Jacques / Vinet,Fortune / Wellington,1,726970
St-Jacques / Vinet,Métro Peel (de Maisonneuve / Stanley),10,6877486
St-Jacques / Vinet,St-Jacques / Vinet,4,744229
Notre-Dame / St-Gabriel,Gare d'autocars de Montréal (Berri / Ontario),6,4884030
Roy / St-André,Garnier / du Mont-Royal,70,33462555
Roy / St-André,Clark / Ontario,35,16467543
Notre-Dame / St-Gabriel,Fortune / Wellington,16,19044158
Roy / St-André,St-Viateur / Casgrain,45,51058156
Roy / St-André,9e avenue / Masson,5,6409415
St-Laurent / Pl. du Marché,Métro Peel (de Maisonneuve / Stanley),4,7983581
St-Laurent / Pl. du Marché,William / Robert-Bourassa,10,9283296
St-Laurent / Pl. du Marché,du Séminaire / de la Montagne,4,4705825
St-Laurent / Pl. du Marché,St-Antoine / de la Montagne,5,12748982
St-Laurent / Pl. du Marché,9e avenue / Masson,1,1812297
St-Laurent / Pl. du Marché,Métro Atwater (Atwater / Ste-Catherine),2,3041365
St-Laurent / Pl. du Marché,Duke / Nazareth,2,1648940
St-Laurent / Pl. du Marché,Métro Place-d'Armes (St-Urbain / Viger),20,25567449
St-Laurent / Pl. du Marché,Berri / Rachel,2,1628208
Complexe Desjardins (St-Urbain / René-Lévesque),Fortune / Wellington,2,2549129
du Parc-Lafontaine / Rachel,Garnier / du Mont-Royal,34,13134341
Fabrik8 (Waverly / Jean-Talon),St-Viateur / Casgrain,4,2944925
Fabrik8 (Waverly / Jean-Talon),St-Grégoire / Christophe-Colomb,2,1984110
du Parc-Lafontaine / Rachel,Gare d'autocars de Montréal (Berri / Ontario),7,3655305
du Parc-Lafontaine / Rachel,Omer-Lavallée / du Midway,4,3944862
du Parc-Lafontaine / Rachel,Métro Peel (de Maisonneuve / Stanley),11,13963206
Sherbrooke / Benny,Métro Atwater (Atwater / Ste-Catherine),3,3727182
du Parc-Lafontaine / Rachel,St-Viateur / Casgrain,12,11387818
du Parc-Lafontaine / Rachel,9e avenue / Masson,3,4202196
Sherbrooke / Benny,St-Jacques / Vinet,2,24436793
Ste-Catherine / Bishop,Berri / Rachel,1,1065401
Ste-Catherine / Bishop,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),23,18849891
du Parc-Lafontaine / Rachel,St-Grégoire / Christophe-Colomb,2,1376485
Atwater / Greene,du Séminaire / de la Montagne,1,681624
Atwater / Greene,Notre-Dame / St-Martin,21,7437481
Atwater / Greene,Métro Atwater (Atwater / Ste-Catherine),1,546345
Bernard / Jeanne-Mance,Garnier / du Mont-Royal,23,22340106
Bernard / Jeanne-Mance,Gare d'autocars de Montréal (Berri / Ontario),4,4145950
Bernard / Jeanne-Mance,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),20,13132041
Bernard / Jeanne-Mance,Berri / Rachel,12,11414135
Bernard / Jeanne-Mance,de la Côte-Ste-Catherine / Davaar,4,2091409
Marquette / des Carrières,St-Viateur / Casgrain,19,11066196
Marquette / des Carrières,Berri / Rachel,15,14857131
Parc Jeanne-Mance (du Mont-Royal / du Parc),Berri / Rachel,7,3489397
de Maisonneuve / Greene,Métro Atwater (Atwater / Ste-Catherine),18,11078429
de Maisonneuve / Greene,Métro Peel (de Maisonneuve / Stanley),41,25862497
de Maisonneuve / Greene,Berri / Rachel,1,2119307
Cartier / Marie-Anne,Berri / Rachel,47,26584956
Cartier / Marie-Anne,Garnier / du Mont-Royal,35,11619577
Cartier / Marie-Anne,Clark / Ontario,12,10717180
Cartier / Marie-Anne,Duke / Nazareth,3,8045605
Cartier / Marie-Anne,Ste-Catherine / St-Clément,1,1575413
Cartier / Marie-Anne,Parc Jeanne-Mance (monument sir George-Étienne-Cartier),12,11265277
Cartier / Marie-Anne,St-Grégoire / Christophe-Colomb,22,16606676
Cartier / Marie-Anne,Gare d'autocars de Montréal (Berri / Ontario),11,9585020
HEC (Decelles / Jean-Brillant),Métro Atwater (Atwater / Ste-Catherine),36,29295862
HEC (Decelles / Jean-Brillant),Parc Jeanne-Mance (monument sir George-Étienne-Cartier),1,2426719
HEC (Decelles / Jean-Brillant),Garnier / du Mont-Royal,3,4422672
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Clark / Ontario,12,8794278
Square Viger (Berri / Viger),Garnier / du Mont-Royal,1,1289029
Square Viger (Berri / Viger),Métro Atwater (Atwater / Ste-Catherine),1,1291968
Square Viger (Berri / Viger),St-Viateur / Casgrain,2,2525320
Square Viger (Berri / Viger),Gare d'autocars de Montréal (Berri / Ontario),7,3227739
Cartier / Marie-Anne,Métro Place-d'Armes (St-Urbain / Viger),3,3468635
Cartier / Marie-Anne,9e avenue / Masson,8,6616611
Cartier / Marie-Anne,St-Viateur / Casgrain,15,17380060
Collège Ahuntsic (St-Hubert / Émile-Journault),St-Viateur / Casgrain,10,17102359
Collège Ahuntsic (St-Hubert / Émile-Journault),Jacques-Casault / Christophe-Colomb,1,375580
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),de la Côte-Ste-Catherine / Davaar,4,2503861
Métro Sauvé (Berri / Sauvé),Garnier / du Mont-Royal,6,13266678
Ste-Catherine / Bishop,des Pins / St-Laurent,30,26107628
Ste-Catherine / Bishop,de Maisonneuve / Aylmer (ouest),4,2010580
Ste-Catherine / Bishop,de Maisonneuve / Mackay,36,42191665
Ste-Catherine / Bishop,St-Antoine / Jean-Paul Riopelle,7,11352931
Ste-Catherine / Bishop,de Maisonneuve / Fullum,3,4780057
Ste-Catherine / Bishop,Roy / St-André,1,1132413
Grey / Sherbrooke,de Maisonneuve / Mackay,15,16648003
Grey / Sherbrooke,St-Jacques / McGill,1,2127308
Grey / Sherbrooke,de Maisonneuve / Mansfield (sud-est),5,7336924
Grey / Sherbrooke,McTavish / Sherbrooke,2,2452603
Grey / Sherbrooke,de Maisonneuve / Aylmer (ouest),9,13216416
Grey / Sherbrooke,Grand Boulevard / Sherbrooke,10,8783782
Grey / Sherbrooke,des Pins / St-Laurent,4,7186977
Marché St-Jacques (Atateken),Molson / William-Tremblay,12,15156322
Marché St-Jacques (Atateken),de la Porte de Québec / St-André,9,6023204
Marché St-Jacques (Atateken),St-Antoine / Jean-Paul Riopelle,10,7688562
Marché St-Jacques (Atateken),de Maisonneuve / de Bleury,42,26868301
Marché St-Jacques (Atateken),des Pins / St-Laurent,40,25157713
Marché St-Jacques (Atateken),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),43,13100656
Marché St-Jacques (Atateken),McTavish / Sherbrooke,5,3474708
Marché St-Jacques (Atateken),René-Lévesque / Papineau,37,16344746
Marché St-Jacques (Atateken),de Maisonneuve / Aylmer (ouest),27,22228106
Marché St-Jacques (Atateken),de Maisonneuve / Fullum,18,10574254
Marché St-Jacques (Atateken),de Maisonneuve / Mackay,6,6588898
Marché St-Jacques (Atateken),Roy / St-André,8,4161501
Parc Jeanne-Mance (du Mont-Royal / du Parc),Parc Jeanne-Mance (du Mont-Royal / du Parc),101,16126031
Parc Jeanne-Mance (du Mont-Royal / du Parc),René-Lévesque / Papineau,18,52343233
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Aylmer (ouest),43,27901006
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Mansfield (sud-est),8,6174904
Parc Jeanne-Mance (du Mont-Royal / du Parc),McTavish / Sherbrooke,36,23161334
Parc Jeanne-Mance (du Mont-Royal / du Parc),de la Côte-Ste-Catherine / Decelles,1,1085223
Parc Jeanne-Mance (du Mont-Royal / du Parc),des Pins / St-Laurent,28,23878128
Parc Jeanne-Mance (du Mont-Royal / du Parc),de Maisonneuve / Mackay,26,26380156
Parc Jeanne-Mance (du Mont-Royal / du Parc),Métro Parc  (Hutchison / Ogilvy),9,10233479
Émile-Duployé / Rachel,René-Lévesque / Papineau,13,7130387
Émile-Duployé / Rachel,Émile-Duployé / Sherbrooke,19,5140366
Émile-Duployé / Rachel,Roy / St-André,41,64847963
Émile-Duployé / Rachel,de Maisonneuve / Aylmer (ouest),9,10429075
Émile-Duployé / Rachel,de Maisonneuve / Fullum,4,4783055
Émile-Duployé / Rachel,Molson / William-Tremblay,13,8563694
Émile-Duployé / Rachel,McTavish / Sherbrooke,3,3367062
Émile-Duployé / Rachel,des Pins / St-Laurent,33,24330179
Laurier / de Brébeuf,Émile-Duployé / Sherbrooke,28,17089048
Laurier / de Brébeuf,de Maisonneuve / de Bleury,11,12218906
Laurier / de Brébeuf,de Maisonneuve / Mansfield (sud-est),13,18196084
Laurier / de Brébeuf,de Maisonneuve / Mackay,5,8689420
Laurier / de Brébeuf,des Pins / St-Laurent,25,46474443
Laurier / de Brébeuf,Molson / William-Tremblay,9,5714222
Laurier / de Brébeuf,René-Lévesque / Papineau,45,49784640
Laurier / de Brébeuf,Laurier / de Brébeuf,49,39042270
Grand Boulevard / Sherbrooke,McTavish / Sherbrooke,5,7626364
Grand Boulevard / Sherbrooke,Grand Boulevard / Sherbrooke,13,4931918
Grand Boulevard / Sherbrooke,de Maisonneuve / Mansfield (sud-est),3,5539941
Grand Boulevard / Sherbrooke,de Maisonneuve / Mackay,2,2420671
Notre-Dame / St-Martin,St-Jacques / McGill,4,2648091
Notre-Dame / St-Martin,McTavish / Sherbrooke,3,2282881
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de la Porte de Québec / St-André,35,14898143
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Maisonneuve / Fullum,89,43520682
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Émile-Duployé / Sherbrooke,22,14869675
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),McTavish / Sherbrooke,17,14484792
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Parc St-Gabriel (Grand Trunk / Ropery),2,3361872
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),René-Lévesque / Papineau,29,12254802
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),de Maisonneuve / Mackay,10,10422286
Square Viger (Berri / Viger),de Maisonneuve / Aylmer (ouest),8,5628943
Square Viger (Berri / Viger),Parc Jeanne-Mance (du Mont-Royal / du Parc),33,44058705
Square Viger (Berri / Viger),St-Jacques / McGill,11,6553573
Square Viger (Berri / Viger),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),8,5030999
Beaubien / 8e avenue,des Pins / St-Laurent,3,5275309
des Barges / des Bassins,St-Jacques / McGill,7,4397080
des Barges / des Bassins,de Maisonneuve / de Bleury,8,6809245
des Barges / des Bassins,McTavish / Sherbrooke,1,971131
des Barges / des Bassins,St-Antoine / Jean-Paul Riopelle,6,3511755
des Barges / des Bassins,de Maisonneuve / Mansfield (sud-est),1,779169
de Maisonneuve / Fullum,René-Lévesque / Papineau,40,17524188
de Maisonneuve / Fullum,de Maisonneuve / Fullum,15,5277310
de Maisonneuve / Fullum,de Maisonneuve / de Bleury,10,10240470
de Maisonneuve / Fullum,de Maisonneuve / Aylmer (ouest),10,12180617
de Maisonneuve / Fullum,de Maisonneuve / Mackay,4,6660282
de Maisonneuve / Fullum,Molson / William-Tremblay,3,2826220
de Maisonneuve / Fullum,McTavish / Sherbrooke,1,1246110
Collège de Maisonneuve (Sherbrooke / Bourbonnière),des Pins / St-Laurent,3,5084480
Place Ville-Marie (Robert-Bourassa / René-Lévesque),des Pins / St-Laurent,32,24737308
Place Ville-Marie (Robert-Bourassa / René-Lévesque),René-Lévesque / Papineau,9,7609992
Place Ville-Marie (Robert-Bourassa / René-Lévesque),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),2,1634992
Peel / Notre-Dame,Parc Jeanne-Mance (du Mont-Royal / du Parc),28,84465130
Peel / Notre-Dame,Ottawa / William,5,2104976
Peel / Notre-Dame,McTavish / Sherbrooke,30,17924207
Peel / Notre-Dame,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),3,2899363
Peel / Notre-Dame,de Maisonneuve / Aylmer (ouest),4,2618163
Métro Sauvé (Berri / Sauvé),de Maisonneuve / de Bleury,7,16898225
Milton / St-Laurent,McTavish / Sherbrooke,26,11980724
Milton / St-Laurent,St-Antoine / Jean-Paul Riopelle,2,748368
Milton / St-Laurent,des Pins / St-Laurent,50,23945313
Milton / St-Laurent,de Maisonneuve / Fullum,2,2741473
Milton / St-Laurent,de Maisonneuve / de Bleury,11,7205826
Milton / St-Laurent,de Maisonneuve / Mackay,19,17804348
Milton / St-Laurent,Laurier / de Brébeuf,8,8287539
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Laurier / de Brébeuf,5,6091170
Parc Labelle (LaSalle / Henri-Duhamel),McTavish / Sherbrooke,2,2842135
Parc Labelle (LaSalle / Henri-Duhamel),René-Lévesque / Papineau,1,2338527
St-Jacques / Richmond,St-Jacques / McGill,6,2982710
St-Jacques / Richmond,René-Lévesque / Papineau,6,7608504
Stanley / René-Lévesque,de Maisonneuve / Mackay,21,11801775
Stanley / René-Lévesque,de Maisonneuve / Mansfield (sud-est),6,1530322
Stanley / René-Lévesque,de Maisonneuve / de Bleury,9,6810766
Stanley / René-Lévesque,des Pins / St-Laurent,9,8089644
Stanley / René-Lévesque,Émile-Duployé / Sherbrooke,1,1323136
Calixa-Lavallée / Rachel 2,des Pins / St-Laurent,5,3759186
Métro Beaubien (de St-Vallier / Beaubien),de Maisonneuve / Aylmer (ouest),5,8455121
Métro Beaubien (de St-Vallier / Beaubien),St-Jacques / McGill,5,8458741
Métro Beaubien (de St-Vallier / Beaubien),René-Lévesque / Papineau,11,20101530
Métro Beaubien (de St-Vallier / Beaubien),Molson / William-Tremblay,4,4975519
Métro Beaubien (de St-Vallier / Beaubien),Laurier / de Brébeuf,20,13677438
Métro Beaubien (de St-Vallier / Beaubien),Émile-Duployé / Sherbrooke,11,13456184
Métro Beaubien (de St-Vallier / Beaubien),de Maisonneuve / de Bleury,2,2226117
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / de Bleury,14,10321563
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Mackay,74,36704228
Métro Peel (de Maisonneuve / Stanley),des Pins / St-Laurent,19,15728974
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Fullum,33,39372993
Métro Peel (de Maisonneuve / Stanley),de Maisonneuve / Mansfield (sud-est),7,978100
Métro Peel (de Maisonneuve / Stanley),McTavish / Sherbrooke,3,1876601
Métro Peel (de Maisonneuve / Stanley),Parc Jeanne-Mance (du Mont-Royal / du Parc),8,9613994
Métro Peel (de Maisonneuve / Stanley),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),5,3086774
Clark / Ontario,de Maisonneuve / Aylmer (ouest),18,4878517
Clark / Ontario,St-Jacques / McGill,4,3112823
Clark / Ontario,des Pins / St-Laurent,19,13937065
Clark / Ontario,René-Lévesque / Papineau,6,3935070
Clark / Ontario,de Maisonneuve / de Bleury,28,7534119
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / de Bleury,18,14385209
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Fullum,96,24177556
Métro Papineau (Dorion / De Maisonneuve),Émile-Duployé / Sherbrooke,16,9341909
Métro Papineau (Dorion / De Maisonneuve),de Maisonneuve / Mansfield (sud-est),5,4924285
Métro Papineau (Dorion / De Maisonneuve),René-Lévesque / Papineau,37,7506721
Métro Papineau (Dorion / De Maisonneuve),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),9,278190450
Garnier / du Mont-Royal,Émile-Duployé / Sherbrooke,61,24777048
Ste-Émilie / Sir-Georges-Etienne-Cartier,Parc St-Gabriel (Grand Trunk / Ropery),21,15118098
Métro Papineau (Dorion / De Maisonneuve),de la Porte de Québec / St-André,6,5963151
Métro Laurier (Berri / St-Joseph),de Maisonneuve / de Bleury,12,14029335
Métro Laurier (Berri / St-Joseph),Laurier / de Brébeuf,57,13659173
Métro Laurier (Berri / St-Joseph),St-Jacques / McGill,2,2676987
Métro Laurier (Berri / St-Joseph),des Pins / St-Laurent,32,26652931
Métro Laurier (Berri / St-Joseph),de Maisonneuve / Fullum,5,6525276
Fortune / Wellington,Parc St-Gabriel (Grand Trunk / Ropery),38,10213816
Fortune / Wellington,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),26,35342521
Fortune / Wellington,des Pins / St-Laurent,1,2048591
Fortune / Wellington,Parc Jeanne-Mance (du Mont-Royal / du Parc),3,6986024
de la Côte-Ste-Catherine / Decelles,Parc Jeanne-Mance (du Mont-Royal / du Parc),3,2875514
de la Côte-Ste-Catherine / Decelles,Parc MacDonald (Clanranald / Isabella),1,842795
St-Patrick / Thomas-Keefer,Ottawa / William,6,3939584
Messier / St-Joseph,René-Lévesque / Papineau,1,1001933
Messier / St-Joseph,Laurier / de Brébeuf,26,11814481
Messier / St-Joseph,de Maisonneuve / de Bleury,7,8733106
Messier / St-Joseph,Molson / William-Tremblay,12,25793573
Messier / St-Joseph,Émile-Duployé / Sherbrooke,12,8571800
Messier / St-Joseph,des Pins / St-Laurent,6,7321791
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / Fullum,10,7777035
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / Mackay,7,7138108
Métro Sherbrooke (de Rigaud / Berri),Émile-Duployé / Sherbrooke,112,58204600
Métro Sherbrooke (de Rigaud / Berri),St-Antoine / Jean-Paul Riopelle,2,1226188
Jeanne-Mance / René-Lévesque,des Pins / St-Laurent,23,16500299
Métro Sherbrooke (de Rigaud / Berri),de Maisonneuve / de Bleury,5,5539224
Jeanne-Mance / René-Lévesque,St-Antoine / Jean-Paul Riopelle,7,6006994
Jeanne-Mance / René-Lévesque,McTavish / Sherbrooke,25,11925848
Jeanne-Mance / René-Lévesque,de Maisonneuve / Mackay,11,9076871
Jeanne-Mance / René-Lévesque,Émile-Duployé / Sherbrooke,1,1673192
Jeanne-Mance / René-Lévesque,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),13,6164701
du Mont-Royal / St-André,Émile-Duployé / Sherbrooke,22,12778903
St-Jacques / Vinet,de Maisonneuve / Mackay,6,3138563
Notre-Dame / St-Gabriel,de Maisonneuve / Fullum,4,2847609
Parc Beaubien Outremont (Stuart / St-Viateur),Elmwood / Mc Dougall,1,189925
Parc Beaubien Outremont (Stuart / St-Viateur),McTavish / Sherbrooke,4,4199177
Parc Beaubien Outremont (Stuart / St-Viateur),Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),1,1152348
Roy / St-André,des Pins / St-Laurent,141,44730662
Roy / St-André,McTavish / Sherbrooke,72,66270357
Roy / St-André,Roy / St-André,100,20892742
Roy / St-André,de Maisonneuve / de Bleury,40,29052151
Roy / St-André,Laurier / de Brébeuf,24,17362499
Roy / St-André,René-Lévesque / Papineau,10,6683907
Roy / St-André,de Maisonneuve / Aylmer (ouest),12,15779171
Roy / St-André,de Maisonneuve / Mackay,8,9504786
St-Laurent / Pl. du Marché,de Maisonneuve / Mansfield (sud-est),7,9283279
St-Laurent / Pl. du Marché,Émile-Duployé / Sherbrooke,17,16488241
St-Laurent / Pl. du Marché,St-Antoine / Jean-Paul Riopelle,26,9119356
St-Laurent / Pl. du Marché,de Maisonneuve / Mackay,2,1380948
St-Laurent / Pl. du Marché,Roy / St-André,16,12596009
St-Laurent / Pl. du Marché,de Maisonneuve / de Bleury,23,32232570
St-Laurent / Pl. du Marché,des Pins / St-Laurent,17,9356911
St-Laurent / Pl. du Marché,de la Porte de Québec / St-André,6,3012141
Complexe Desjardins (St-Urbain / René-Lévesque),de Maisonneuve / Fullum,11,10079391
du Parc-Lafontaine / Rachel,de Maisonneuve / de Bleury,16,15404846
Fabrik8 (Waverly / Jean-Talon),Roy / St-André,3,3619848
Fabrik8 (Waverly / Jean-Talon),Métro Parc  (Hutchison / Ogilvy),5,3458355
Fabrik8 (Waverly / Jean-Talon),Molson / William-Tremblay,6,9712064
du Parc-Lafontaine / Rachel,Laurier / de Brébeuf,31,15235519
Sherbrooke / Benny,de Maisonneuve / Mansfield (sud-est),2,3101185
du Parc-Lafontaine / Rachel,Émile-Duployé / Sherbrooke,47,17878925
Ste-Catherine / Bishop,de Maisonneuve / Mansfield (sud-est),3,1013166
Atwater / Greene,Parc St-Gabriel (Grand Trunk / Ropery),2,1155557
Atwater / Greene,Ottawa / William,1,687933
Atwater / Greene,de Maisonneuve / Mackay,4,3855687
Bernard / Jeanne-Mance,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),10,9212111
Bernard / Jeanne-Mance,McTavish / Sherbrooke,40,46483350
Bernard / Jeanne-Mance,de la Côte-Ste-Catherine / Decelles,2,2295578
Bernard / Jeanne-Mance,de Maisonneuve / Aylmer (ouest),15,15310682
Bernard / Jeanne-Mance,de Maisonneuve / Fullum,5,9166387
Bernard / Jeanne-Mance,Parc Jeanne-Mance (du Mont-Royal / du Parc),16,10987200
Bernard / Jeanne-Mance,Émile-Duployé / Sherbrooke,17,22871087
Bernard / Jeanne-Mance,de Maisonneuve / de Bleury,26,24722304
Bernard / Jeanne-Mance,Laurier / de Brébeuf,29,19132398
Bernard / Jeanne-Mance,René-Lévesque / Papineau,21,36609485
Bernard / Jeanne-Mance,des Pins / St-Laurent,12,10965855
Marquette / des Carrières,McTavish / Sherbrooke,8,10583727
Marquette / des Carrières,Parc St-Gabriel (Grand Trunk / Ropery),3,8090422
Marquette / des Carrières,Émile-Duployé / Sherbrooke,8,6437997
Marquette / des Carrières,des Pins / St-Laurent,28,31831868
Marquette / des Carrières,René-Lévesque / Papineau,11,14172659
Émile-Duployé / Rachel,Elmwood / Mc Dougall,4,4567073
Émile-Duployé / Rachel,de Maisonneuve / de Bleury,6,5068968
Bernard / Jeanne-Mance,Métro Parc  (Hutchison / Ogilvy),19,11305419
de Maisonneuve / Greene,de Maisonneuve / Mackay,47,20848163
de Maisonneuve / Greene,des Pins / St-Laurent,4,5972316
de Maisonneuve / Greene,Parc Jeanne-Mance (du Mont-Royal / du Parc),2,2917468
de Maisonneuve / Greene,Grand Boulevard / Sherbrooke,4,6233178
Cartier / Marie-Anne,Émile-Duployé / Sherbrooke,51,18035547
Cartier / Marie-Anne,Molson / William-Tremblay,20,12723776
Cartier / Marie-Anne,McTavish / Sherbrooke,2,3495735
Cartier / Marie-Anne,Cégep du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),32,40939966
Cartier / Marie-Anne,de Maisonneuve / de Bleury,29,31304453
Cartier / Marie-Anne,René-Lévesque / Papineau,44,28820618
Cartier / Marie-Anne,de Maisonneuve / Mackay,5,8232558
Cartier / Marie-Anne,des Pins / St-Laurent,39,34544272
Cartier / Marie-Anne,de Maisonneuve / Fullum,11,6672830
Cartier / Marie-Anne,de Maisonneuve / Aylmer (ouest),5,5631551
Cartier / Marie-Anne,St-Jacques / McGill,12,19966803
HEC (Decelles / Jean-Brillant),de la Côte-Ste-Catherine / Decelles,13,2819028
HEC (Decelles / Jean-Brillant),Parc Jeanne-Mance (du Mont-Royal / du Parc),4,6324818
HEC (Decelles / Jean-Brillant),Émile-Duployé / Sherbrooke,1,1354584
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ontario / Ville-Marie,5,9218268
Square Viger (Berri / Viger),de Maisonneuve / Fullum,1,685023
Square Viger (Berri / Viger),Émile-Duployé / Sherbrooke,3,2118301
Square Viger (Berri / Viger),St-Antoine / Jean-Paul Riopelle,4,1622574
Square Viger (Berri / Viger),des Pins / St-Laurent,6,5244600
Cartier / Marie-Anne,Laurier / de Brébeuf,16,8925220
Beaubien / 8e avenue,Parc Jeanne-Mance (du Mont-Royal / du Parc),1,2287386
Peel / Notre-Dame,de Maisonneuve / de Bleury,24,15475600
Peel / Notre-Dame,St-Antoine / Jean-Paul Riopelle,2,996244
Parc Labelle (LaSalle / Henri-Duhamel),Parc St-Gabriel (Grand Trunk / Ropery),3,1139665
Métro Sauvé (Berri / Sauvé),Roy / St-André,1,67683090
6e Avenue / Bélanger,Marché Jean-Talon (Casgrain / Shamrock),3,3962561
Frontenac / Ste-Catherine,Place Valois (Valois / Ontario),2,1353001
Frontenac / Ste-Catherine,Fullum / Marie-Anne,6,9505143
Campus MIL (Thérèse-Lavoie Roux / Outremont),HEC (Decelles / Jean-Brillant),3,3700289
Campus MIL (Thérèse-Lavoie Roux / Outremont),Chabanel / du Parc,1,1406870
Campus MIL (Thérèse-Lavoie Roux / Outremont),Bernard / Jeanne-Mance,27,15714527
Elmwood / Mc Dougall,HEC (Decelles / Jean-Brillant),2,1752602
Elmwood / Mc Dougall,Calixa-Lavallée / Rachel,2,1984010
